"Hhindex" "pernum" "sex" "race" "hisp" "age" "relate" "ownership"
300 3 1 7 3 6 3 1
300 4 1 7 3 4 3 1
301 1 2 2 1 55 1 2
301 2 2 2 1 28 3 2
301 3 2 2 3 11 9 2
302 1 1 1 1 43 1 1
302 2 2 1 1 22 3 1
303 1 2 1 1 35 1 1
303 2 1 1 1 35 2 1
304 1 2 3 1 53 1 2
304 2 1 1 1 55 2 2
305 1 1 1 1 71 1 1
305 2 2 1 1 66 2 1
306 1 2 1 1 69 1 1
306 2 1 1 1 89 2 1
307 1 1 1 1 54 1 1
307 2 2 4 1 47 2 1
307 3 1 8 1 12 3 1
307 4 2 8 1 10 3 1
308 1 2 1 1 57 1 1
308 2 1 1 1 54 2 1
309 1 2 1 1 45 1 1
309 2 1 1 1 46 2 1
309 3 2 1 1 18 3 1
310 1 1 6 1 55 1 1
310 2 2 6 1 58 2 1
310 3 2 6 1 18 3 1
310 4 1 6 1 16 3 1
311 1 1 1 1 39 1 1
311 2 2 1 1 39 2 1
311 3 1 1 1 13 3 1
311 4 1 1 1 11 3 1
311 5 1 1 1 7 3 1
312 1 1 3 1 61 1 1
312 2 1 1 1 56 12 1
313 1 1 1 1 48 1 1
313 2 2 1 1 48 2 1
314 1 1 7 2 65 1 2
314 2 2 7 2 63 2 2
315 1 2 1 1 44 1 1
315 2 1 1 1 50 11 1
316 1 1 1 1 53 1 1
316 2 2 1 1 50 2 1
317 1 1 1 1 55 1 1
317 2 2 1 1 49 2 1
317 3 1 1 1 25 3 1
317 4 2 1 1 14 3 1
317 5 1 1 1 13 3 1
318 1 1 1 1 63 1 1
318 2 2 1 1 59 2 1
319 1 2 1 1 67 1 1
319 2 1 1 1 69 2 1
320 1 1 1 1 29 1 2
320 2 1 1 1 27 11 2
321 1 1 1 1 44 1 1
321 2 2 8 1 15 3 1
321 3 1 8 1 13 3 1
321 4 2 1 1 44 11 1
321 5 2 1 1 16 12 1
321 6 2 8 1 12 12 1
322 1 2 1 1 50 1 1
322 2 2 1 1 20 3 1
323 1 2 1 1 62 1 1
323 2 1 1 1 30 3 1
323 3 2 1 1 29 4 1
324 1 1 1 1 77 1 1
324 2 2 1 1 72 2 1
325 1 2 2 1 59 1 2
325 2 1 2 1 63 2 2
325 3 2 2 1 7 9 2
326 1 2 1 1 63 1 1
326 2 1 1 1 67 2 1
327 1 1 1 1 65 1 1
327 2 2 1 1 65 2 1
328 1 2 2 1 42 1 2
328 2 1 2 1 22 3 2
328 3 2 2 1 13 3 2
329 1 1 1 1 43 1 2
329 2 2 1 1 37 2 2
329 3 1 1 1 17 3 2
329 4 2 1 1 13 3 2
330 1 1 5 1 55 1 2
330 2 2 5 1 51 2 2
331 1 2 2 3 32 1 2
331 2 1 2 3 11 3 2
332 1 1 8 1 27 1 2
332 2 1 1 1 27 11 2
332 3 1 1 1 25 11 2
333 1 2 1 1 70 1 1
333 2 1 1 1 72 2 1
334 1 2 1 1 28 1 1
334 2 1 1 1 32 2 1
335 1 1 1 1 74 1 2
335 2 2 8 1 57 2 2
335 3 1 8 1 17 3 2
335 4 2 8 1 15 3 2
336 1 1 1 1 73 1 1
336 2 2 1 1 66 2 1
337 1 2 2 1 90 1 1
337 2 1 2 1 66 3 1
338 1 2 2 1 43 1 2
338 2 2 2 1 23 3 2
339 1 2 1 1 83 1 2
339 2 1 1 1 45 3 2
340 1 1 1 1 72 1 1
340 2 2 1 1 69 2 1
341 1 1 1 1 52 1 1
341 2 2 1 1 49 2 1
341 3 2 1 1 20 3 1
342 1 2 1 1 46 1 1
342 2 1 1 1 24 3 1
343 1 1 1 1 66 1 1
343 2 2 1 1 60 2 1
343 3 2 1 1 32 3 1
344 1 2 1 1 56 1 1
344 2 1 1 1 57 2 1
345 1 2 1 1 70 1 1
345 2 1 1 1 65 2 1
346 1 1 8 1 56 1 1
346 2 2 8 1 53 2 1
346 3 2 9 1 23 3 1
347 1 1 6 1 36 1 1
347 2 2 6 1 35 2 1
347 3 1 6 1 3 3 1
348 1 1 1 1 64 1 1
348 2 2 1 1 64 2 1
349 1 1 1 1 27 1 2
349 2 2 1 1 6 3 2
349 3 2 1 1 2 3 2
349 4 1 1 1 17 10 2
349 5 2 1 1 24 11 2
350 1 1 1 1 74 1 1
350 2 2 1 1 69 2 1
351 1 2 1 1 69 1 1
351 2 1 1 1 67 2 1
352 1 1 1 1 62 1 1
352 2 1 1 1 44 12 1
353 1 1 1 1 77 1 1
353 2 2 1 1 73 2 1
354 1 1 1 1 45 1 1
354 2 2 1 1 46 2 1
354 3 2 1 1 19 3 1
355 1 2 1 1 62 1 1
355 2 1 8 1 30 3 1
355 3 2 8 1 26 3 1
355 4 1 1 1 62 11 1
356 1 1 1 1 51 1 1
356 2 2 1 1 51 2 1
356 3 1 1 1 9 3 1
356 4 1 1 1 24 3 1
356 5 2 1 1 16 11 1
357 1 1 2 1 20 1 1
357 2 2 2 1 4 3 1
358 1 1 1 1 57 1 1
358 2 2 1 1 50 2 1
359 1 1 1 1 67 1 1
359 2 2 1 1 56 2 1
359 3 1 1 1 95 5 1
360 1 1 4 1 35 1 2
360 2 2 4 1 35 2 2
361 1 1 1 1 37 1 2
361 2 2 7 2 37 2 2
361 3 2 8 2 3 3 2
361 4 2 1 1 59 5 2
362 1 2 1 1 55 1 2
362 2 2 1 1 85 5 2
363 1 2 2 1 66 1 1
363 2 2 2 1 34 3 1
363 3 2 2 1 5 9 1
363 4 1 2 1 3 9 1
364 1 2 1 1 76 1 1
364 2 2 1 1 48 3 1
365 1 2 1 1 35 1 1
365 2 1 1 1 35 2 1
366 1 1 2 1 48 1 1
366 2 1 2 1 53 11 1
367 1 1 1 1 75 1 1
367 2 2 1 1 70 2 1
368 1 1 2 1 54 1 2
368 2 2 2 1 52 2 2
368 3 2 2 1 24 3 2
369 1 2 2 1 29 1 2
369 2 1 2 1 4 3 2
370 1 1 6 1 47 1 2
370 2 2 6 1 44 2 2
371 1 1 2 5 34 1 1
371 2 2 2 5 30 2 1
371 3 2 2 5 3 3 1
371 4 1 2 5 1 3 1
372 1 1 1 1 25 1 2
372 2 2 1 1 24 11 2
372 3 2 8 1 25 11 2
373 1 1 1 1 43 1 1
373 2 2 1 1 42 2 1
373 3 1 1 1 6 3 1
373 4 2 1 1 10 3 1
374 1 1 1 1 39 1 2
374 2 2 1 1 32 2 2
374 3 2 1 1 6 3 2
375 1 1 1 1 40 1 1
375 2 2 1 1 42 2 1
375 3 1 1 1 12 3 1
375 4 2 1 1 11 3 1
375 5 1 1 1 9 3 1
375 6 1 1 1 7 3 1
376 1 1 8 1 31 1 2
376 2 1 3 1 52 12 2
377 1 1 1 1 32 1 1
377 2 2 1 1 30 11 1
378 1 1 2 1 59 1 1
378 2 2 2 1 52 2 1
378 3 1 2 1 25 3 1
379 1 2 1 1 60 1 1
379 2 1 1 1 60 2 1
380 1 1 1 1 55 1 1
380 2 2 1 1 46 2 1
381 1 1 1 1 63 1 1
381 2 2 1 1 62 2 1
382 1 2 1 1 56 1 1
382 2 1 1 1 58 2 1
382 3 1 1 1 12 3 1
383 1 1 1 1 48 1 1
383 2 2 1 1 35 2 1
383 3 2 1 1 14 3 1
383 4 2 1 1 11 3 1
383 5 1 1 1 9 3 1
384 1 2 1 1 25 1 1
384 2 1 1 1 25 2 1
385 1 2 1 2 26 1 2
385 2 1 1 2 6 3 2
386 1 2 1 1 72 1 1
386 2 1 1 1 81 2 1
387 1 1 6 1 47 1 2
387 2 2 6 1 46 2 2
387 3 1 6 1 22 3 2
387 4 1 6 1 20 3 2
387 5 2 6 1 19 3 2
387 6 1 6 1 16 3 2
388 1 1 1 1 41 1 1
388 2 2 1 1 41 2 1
388 3 2 1 1 14 3 1
388 4 2 1 1 8 3 1
389 1 1 1 2 39 1 1
389 2 2 1 2 69 5 1
390 1 1 1 1 69 1 1
390 2 2 1 1 68 2 1
390 3 1 1 1 28 3 1
390 4 2 1 1 94 6 1
391 1 2 2 1 28 1 2
391 2 1 2 1 32 2 2
391 3 1 2 1 7 3 2
391 4 1 2 1 2 3 2
392 1 2 4 1 39 1 1
392 2 1 4 1 50 2 1
392 3 1 4 1 7 3 1
392 4 1 4 1 6 3 1
393 1 2 2 1 37 1 2
393 2 1 2 1 13 3 2
393 3 1 2 1 11 3 2
393 4 2 2 1 8 3 2
394 1 2 1 1 56 1 1
394 2 1 1 1 56 2 1
394 3 1 1 1 25 3 1
395 1 1 6 1 53 1 1
395 2 2 1 1 42 2 1
395 3 2 8 1 14 3 1
395 4 1 8 1 12 3 1
396 1 1 1 1 86 1 1
396 2 2 1 1 85 2 1
397 1 1 8 2 52 1 2
397 2 2 6 1 17 3 2
397 3 1 7 5 44 11 2
398 1 2 1 1 56 1 1
398 2 1 1 1 60 2 1
399 1 2 1 1 66 1 1
399 2 1 1 1 66 2 1
400 1 2 7 2 26 1 2
400 2 1 7 2 7 3 2
401 1 2 1 1 37 1 2
401 2 1 1 1 43 2 2
401 3 2 1 1 10 3 2
402 1 1 1 1 62 1 1
402 2 2 1 1 60 2 1
403 1 1 1 1 61 1 1
403 2 2 1 1 61 2 1
404 1 1 1 1 85 1 1
404 2 2 1 1 82 2 1
405 1 1 1 1 53 1 1
405 2 2 1 1 50 2 1
405 3 2 1 1 19 3 1
405 4 2 1 1 17 3 1
406 1 2 2 1 70 1 1
406 2 1 2 1 78 2 1
407 1 2 1 1 26 1 2
407 2 1 1 1 32 2 2
407 3 1 1 1 1 3 2
408 1 2 1 1 60 1 1
408 2 1 1 1 62 2 1
409 1 1 1 1 66 1 1
409 2 2 1 1 66 2 1
410 1 1 1 1 66 1 1
410 2 2 1 1 61 2 1
411 1 1 1 1 54 1 1
411 2 2 1 1 55 2 1
412 1 2 2 1 94 1 1
412 2 2 2 1 65 3 1
413 1 2 2 1 63 1 1
413 2 1 2 1 44 3 1
413 3 1 2 1 36 3 1
414 1 1 1 1 83 1 1
414 2 2 1 1 84 2 1
415 1 1 1 1 62 1 1
415 2 2 1 1 32 2 1
415 3 1 1 1 5 3 1
415 4 1 1 1 3 3 1
415 5 1 1 1 32 10 1
416 1 2 6 1 58 1 1
416 2 1 6 1 59 2 1
416 3 1 6 1 18 3 1
416 4 2 6 1 14 3 1
417 1 1 1 1 85 1 1
417 2 2 1 1 65 2 1
418 1 2 1 1 42 1 1
418 2 1 1 1 43 2 1
418 3 2 1 1 12 3 1
418 4 2 1 1 9 3 1
419 1 2 1 1 60 1 1
419 2 1 1 1 63 2 1
419 3 2 1 1 31 3 1
420 1 1 1 1 58 1 1
420 2 2 1 1 45 2 1
420 3 2 1 1 10 3 1
420 4 2 1 1 8 3 1
421 1 2 6 1 30 1 2
421 2 1 6 1 33 2 2
421 3 1 6 1 5 3 2
421 4 2 6 1 3 3 2
422 1 1 1 2 46 1 1
422 2 2 1 2 35 2 1
422 3 2 1 2 6 3 1
422 4 1 1 2 4 3 1
422 5 2 1 2 15 3 1
423 1 2 7 1 59 1 1
423 2 2 1 1 33 3 1
423 3 1 1 1 25 12 1
424 1 2 1 1 48 1 1
424 2 1 1 1 52 2 1
424 3 2 1 1 17 3 1
424 4 2 1 1 15 3 1
425 1 1 1 2 90 1 2
425 2 2 1 2 85 2 2
426 1 1 7 2 39 1 1
426 2 2 7 2 33 2 1
426 3 1 7 2 12 3 1
426 4 1 7 2 10 3 1
427 1 2 2 1 29 1 2
427 2 1 2 1 29 2 2
427 3 1 2 1 9 3 2
427 4 1 2 1 8 3 2
428 1 2 1 1 58 1 1
428 2 1 1 1 81 2 1
429 1 1 1 1 36 1 1
429 2 2 1 1 34 2 1
429 3 1 1 1 6 3 1
429 4 2 1 1 4 3 1
430 1 1 6 1 59 1 1
430 2 2 6 1 57 2 1
430 3 1 6 1 26 3 1
430 4 2 6 1 20 3 1
430 5 2 6 1 83 6 1
430 6 1 6 1 84 10 1
431 1 1 1 1 67 1 1
431 2 1 1 1 53 10 1
432 1 2 1 1 43 1 2
432 2 1 1 1 46 2 2
432 3 1 1 1 19 3 2
433 1 2 2 1 59 1 2
433 2 1 2 1 26 3 2
433 3 1 2 1 22 3 2
434 1 1 1 1 59 1 1
434 2 2 1 1 58 2 1
434 3 1 1 1 20 3 1
435 1 2 1 1 63 1 1
435 2 1 1 1 61 2 1
436 1 2 1 1 66 1 1
436 2 1 1 1 72 11 1
437 1 1 1 1 59 1 1
437 2 2 1 1 54 2 1
437 3 2 1 1 28 3 1
437 4 1 1 1 29 3 1
438 1 1 1 1 46 1 1
438 2 2 1 1 46 2 1
438 3 2 1 1 16 3 1
438 4 2 1 1 12 3 1
439 1 1 1 1 65 1 1
439 2 2 1 1 61 2 1
439 3 1 1 1 30 3 1
440 1 1 1 1 64 1 1
440 2 2 1 1 53 2 1
440 3 1 1 1 18 3 1
441 1 1 1 1 71 1 1
441 2 2 1 1 70 2 1
442 1 1 1 1 58 1 1
442 2 2 1 1 57 2 1
442 3 1 1 1 24 3 1
442 4 1 1 1 24 3 1
443 1 2 1 1 52 1 1
443 2 1 1 1 63 2 1
444 1 1 1 1 57 1 2
444 2 2 1 1 63 2 2
445 1 1 1 1 73 1 1
445 2 2 1 1 69 2 1
446 1 2 1 1 61 1 1
446 2 2 4 1 27 11 1
447 1 2 1 2 38 1 2
447 2 1 1 2 17 3 2
447 3 1 1 2 14 3 2
447 4 1 1 2 3 3 2
448 1 2 1 1 60 1 1
448 2 1 1 1 72 11 1
449 1 2 1 1 38 1 1
449 2 1 1 1 40 2 1
449 3 1 1 1 1 3 1
450 1 2 1 1 41 1 1
450 2 1 1 1 11 3 1
450 3 1 1 1 40 11 1
451 1 1 1 1 79 1 1
451 2 2 1 1 72 2 1
452 1 2 1 1 57 1 1
452 2 1 1 1 63 2 1
453 1 1 1 1 78 1 1
453 2 2 1 1 78 2 1
454 1 2 1 1 37 1 1
454 2 1 1 1 36 2 1
454 3 1 1 1 13 3 1
454 4 1 1 1 11 3 1
454 5 1 1 1 7 3 1
455 1 1 1 1 58 1 1
455 2 2 1 1 55 2 1
455 3 2 1 1 27 3 1
455 4 2 1 1 84 6 1
456 1 2 1 1 60 1 1
456 2 1 1 1 47 2 1
457 1 2 1 1 89 1 1
457 2 1 1 1 92 2 1
458 1 1 1 1 45 1 1
458 2 2 1 1 40 2 1
458 3 1 1 1 10 3 1
458 4 2 1 1 8 3 1
459 1 2 1 1 56 1 2
459 2 1 1 1 52 11 2
460 1 1 1 1 67 1 1
460 2 2 1 1 64 2 1
461 1 2 1 1 36 1 1
461 2 1 1 1 30 2 1
461 3 1 1 1 17 3 1
461 4 2 1 1 14 3 1
462 1 1 1 1 78 1 2
462 2 2 1 1 76 11 2
463 1 2 2 1 59 1 1
463 2 2 2 1 32 3 1
463 3 2 2 1 10 9 1
464 1 1 1 1 31 1 1
464 2 2 1 1 27 11 1
465 1 2 1 1 49 1 2
465 2 2 1 1 79 5 2
466 1 1 2 1 60 1 1
466 2 2 2 1 57 2 1
467 1 1 1 1 66 1 1
467 2 2 1 1 58 2 1
468 1 1 1 1 62 1 1
468 2 2 1 1 61 2 1
469 1 1 1 3 55 1 1
469 2 1 1 3 8 3 1
469 3 1 1 3 5 3 1
470 1 1 1 1 55 1 1
470 2 2 1 1 60 2 1
471 1 2 1 1 45 1 2
471 2 1 1 1 56 11 2
472 1 1 1 2 51 1 2
472 2 1 1 2 32 11 2
473 1 1 1 1 32 1 1
473 2 2 1 1 31 2 1
473 3 2 1 1 9 3 1
473 4 1 1 1 6 3 1
474 1 2 1 1 45 1 1
474 2 1 1 1 49 2 1
474 3 2 1 1 11 3 1
475 1 2 1 1 38 1 2
475 2 1 1 1 12 3 2
476 1 2 1 1 41 1 2
476 2 2 1 1 16 3 2
477 1 1 1 1 41 1 2
477 2 2 1 1 12 3 2
478 1 1 1 1 60 1 1
478 2 2 1 1 57 2 1
479 1 1 1 1 39 1 1
479 2 2 1 1 36 11 1
479 3 2 1 1 18 12 1
479 4 1 1 1 15 12 1
480 1 1 1 2 40 1 2
480 2 2 1 2 39 2 2
480 3 2 1 2 19 3 2
480 4 2 1 2 14 3 2
480 5 2 1 2 5 3 2
481 1 1 1 1 58 1 1
481 2 2 1 1 52 2 1
482 1 2 1 1 29 1 2
482 2 1 1 1 8 3 2
483 1 1 1 1 76 1 1
483 2 2 1 1 74 2 1
484 1 2 2 1 80 1 2
484 2 1 2 1 36 9 2
485 1 1 1 1 66 1 1
485 2 2 1 1 63 2 1
486 1 1 4 1 42 1 1
486 2 2 4 1 47 2 1
487 1 2 2 1 56 1 2
487 2 1 2 1 24 9 2
487 3 2 2 1 21 9 2
488 1 2 1 1 64 1 1
488 2 1 1 1 69 2 1
489 1 1 1 1 67 1 1
489 2 2 1 1 62 2 1
490 1 1 1 1 53 1 1
490 2 2 1 1 50 2 1
490 3 1 1 1 30 3 1
490 4 1 1 1 28 3 1
490 5 1 1 1 25 3 1
491 1 1 1 2 41 1 1
491 2 2 1 1 37 2 1
491 3 2 1 2 14 3 1
491 4 1 1 2 11 3 1
491 5 1 1 2 8 3 1
492 1 2 1 1 55 1 1
492 2 1 1 1 57 2 1
492 3 2 1 1 13 3 1
493 1 2 2 1 42 1 1
493 2 1 2 1 48 2 1
494 1 1 1 1 77 1 1
494 2 2 1 1 60 2 1
495 1 2 1 1 32 1 1
495 2 1 1 1 32 11 1
496 1 1 1 1 38 1 1
496 2 2 1 1 38 2 1
496 3 1 1 1 8 3 1
497 1 1 1 1 58 1 1
497 2 2 1 1 58 2 1
498 1 1 1 1 61 1 1
498 2 2 1 1 56 2 1
499 1 2 1 1 31 1 1
499 2 1 1 1 36 2 1
499 3 1 1 1 10 3 1
499 4 2 1 1 8 3 1
499 5 1 1 1 3 3 1
500 1 2 8 1 51 1 1
500 2 1 1 1 55 2 1
500 3 2 8 1 22 3 1
501 1 1 1 1 72 1 1
501 2 1 1 1 47 3 1
501 3 2 1 1 21 9 1
502 1 2 1 1 65 1 1
502 2 1 1 1 66 2 1
503 1 2 1 1 40 1 2
503 2 1 1 1 13 3 2
503 3 1 1 1 11 3 2
504 1 1 1 1 77 1 2
504 2 2 1 1 75 2 2
505 1 1 1 1 48 1 1
505 2 2 1 1 43 2 1
505 3 1 1 1 15 3 1
505 4 2 1 1 10 3 1
506 1 1 1 1 50 1 1
506 2 2 1 1 50 2 1
506 3 2 1 1 17 3 1
507 1 1 1 1 55 1 1
507 2 2 1 1 53 2 1
508 1 2 1 1 48 1 1
508 2 1 1 1 48 11 1
509 1 2 1 1 38 1 2
509 2 1 1 1 42 11 2
510 1 1 3 1 58 1 1
510 2 1 8 1 20 3 1
510 3 1 1 1 26 10 1
510 4 1 1 1 5 10 1
511 1 1 7 5 46 1 1
511 2 2 7 5 46 2 1
511 3 2 7 5 14 3 1
511 4 2 7 5 11 3 1
511 5 1 7 5 24 3 1
512 1 2 1 1 54 1 1
512 2 2 1 1 78 5 1
513 1 1 1 1 54 1 1
513 2 2 1 1 54 2 1
514 1 1 1 1 82 1 2
514 2 1 1 1 59 10 2
515 1 1 1 1 49 1 1
515 2 1 1 1 25 11 1
516 1 2 1 2 33 1 2
516 2 1 1 2 10 3 2
516 3 1 1 2 8 3 2
516 4 2 1 2 4 3 2
516 5 1 1 2 38 11 2
517 1 1 1 1 62 1 1
517 2 2 1 1 59 2 1
518 1 2 2 1 53 1 1
518 2 1 1 1 60 2 1
519 1 1 1 1 70 1 1
519 2 2 1 1 71 2 1
520 1 2 1 1 55 1 1
520 2 1 1 1 55 2 1
520 3 1 1 1 28 3 1
521 1 2 1 1 51 1 1
521 2 1 1 1 57 2 1
522 1 1 1 1 56 1 1
522 2 2 1 1 59 2 1
522 3 1 1 1 24 3 1
523 1 2 1 1 55 1 1
523 2 1 1 1 55 2 1
524 1 2 1 1 28 1 2
524 2 1 1 1 28 2 2
524 3 1 1 1 2 3 2
525 1 1 1 1 62 1 1
525 2 2 1 1 61 2 1
525 3 1 1 1 27 3 1
526 1 1 1 1 78 1 2
526 2 2 1 1 73 2 2
527 1 2 1 1 24 1 2
527 2 2 1 1 25 11 2
528 1 1 1 1 39 1 2
528 2 2 1 1 34 2 2
529 1 2 1 1 46 1 1
529 2 1 1 1 53 2 1
529 3 1 1 1 17 3 1
529 4 2 1 1 15 3 1
530 1 1 1 5 50 1 1
530 2 1 1 2 21 3 1
531 1 1 1 1 78 1 1
531 2 2 1 1 73 2 1
532 1 2 1 1 61 1 1
532 2 1 1 1 62 2 1
533 1 1 1 1 48 1 1
533 2 2 1 1 47 2 1
533 3 1 1 1 18 3 1
533 4 2 1 1 12 3 1
534 1 1 1 1 57 1 1
534 2 2 1 1 56 2 1
534 3 1 1 1 25 3 1
535 1 2 7 2 41 1 2
535 2 2 7 2 22 3 2
535 3 2 7 2 18 3 2
535 4 2 7 2 17 3 2
535 5 1 7 2 11 3 2
535 6 1 7 2 8 3 2
536 1 2 1 1 46 1 2
536 2 1 1 1 49 2 2
537 1 2 1 1 36 1 1
537 2 1 1 1 36 2 1
537 3 1 1 1 8 3 1
538 1 2 1 1 24 1 1
538 2 1 1 1 25 2 1
539 1 2 1 2 59 1 2
539 2 2 1 2 8 9 2
539 3 1 1 2 59 11 2
540 1 2 2 1 34 1 2
540 2 1 2 1 10 3 2
540 3 1 2 1 10 3 2
541 1 1 1 1 65 1 1
541 2 2 1 1 59 2 1
542 1 2 3 1 43 1 2
542 2 1 3 1 20 3 2
542 3 2 3 1 19 3 2
543 1 2 2 1 65 1 2
543 2 1 2 1 39 3 2
543 3 1 2 1 37 3 2
543 4 1 2 1 4 9 2
543 5 2 2 1 23 4 2
544 1 2 1 1 66 1 1
544 2 1 1 1 61 2 1
545 1 1 1 1 68 1 1
545 2 2 1 1 67 11 1
546 1 1 1 1 59 1 1
546 2 2 1 1 57 2 1
547 1 1 1 1 53 1 1
547 2 2 1 1 45 2 1
547 3 2 1 1 17 3 1
548 1 1 1 1 22 1 2
548 2 2 1 1 4 3 2
548 3 2 1 1 24 11 2
549 1 1 1 1 30 1 2
549 2 1 1 2 30 11 2
549 3 2 1 2 25 11 2
550 1 2 2 1 71 1 1
550 2 2 2 1 10 9 1
551 1 1 1 1 65 1 1
551 2 2 1 1 63 2 1
551 3 1 1 1 29 3 1
552 1 1 1 1 50 1 2
552 2 2 1 1 45 2 2
552 3 2 1 1 21 3 2
553 1 1 1 1 81 1 1
553 2 2 1 1 76 2 1
554 1 2 1 5 40 1 1
554 2 1 1 5 20 3 1
554 3 1 1 5 5 3 1
554 4 2 1 5 44 7 1
554 5 2 1 5 72 5 1
555 1 2 1 1 26 1 2
555 2 1 9 1 8 3 2
555 3 2 9 1 6 3 2
555 4 1 9 1 4 3 2
556 1 2 1 1 75 1 1
556 2 2 1 1 73 11 1
557 1 2 1 1 65 1 1
557 2 1 1 3 47 11 1
558 1 1 1 1 70 1 1
558 2 2 1 1 65 2 1
558 3 2 1 1 38 3 1
558 4 2 1 1 15 9 1
558 5 1 1 1 7 9 1
559 1 2 1 2 29 1 2
559 2 1 1 2 10 3 2
559 3 2 1 2 8 3 2
559 4 1 1 2 6 3 2
560 1 1 1 1 56 1 1
560 2 2 1 1 55 2 1
560 3 1 1 1 9 3 1
560 4 1 1 1 9 3 1
561 1 1 1 1 56 1 1
561 2 2 1 1 56 2 1
562 1 1 1 1 78 1 1
562 2 2 1 1 76 2 1
562 3 1 3 1 20 9 1
563 1 1 1 2 45 1 1
563 2 2 1 5 41 2 1
563 3 2 1 2 11 3 1
563 4 1 1 2 9 3 1
564 1 2 7 3 40 1 1
564 2 1 7 3 14 3 1
564 3 2 7 3 66 5 1
564 4 2 7 5 30 11 1
564 5 2 7 3 10 11 1
565 1 1 1 1 54 1 1
565 2 2 1 1 53 2 1
565 3 1 1 1 18 3 1
566 1 2 1 2 46 1 1
566 2 1 1 2 16 3 1
566 3 2 1 2 14 3 1
567 1 1 1 1 33 1 1
567 2 2 1 1 33 2 1
567 3 1 1 1 3 3 1
567 4 1 1 1 1 3 1
568 1 1 1 1 64 1 1
568 2 2 1 1 63 2 1
569 1 1 1 1 68 1 1
569 2 2 1 1 66 2 1
569 3 1 1 1 37 3 1
569 4 1 1 1 30 3 1
569 5 2 1 1 29 11 1
570 1 2 1 1 45 1 1
570 2 1 1 1 42 11 1
571 1 1 1 1 85 1 1
571 2 2 1 1 85 2 1
572 1 1 1 2 30 1 2
572 2 2 1 2 29 2 2
572 3 1 1 2 7 3 2
572 4 2 1 2 6 3 2
572 5 1 1 2 40 10 2
573 1 2 1 1 47 1 1
573 2 1 1 1 53 2 1
573 3 1 1 1 21 3 1
573 4 1 1 1 20 3 1
574 1 1 1 1 67 1 1
574 2 2 1 1 67 2 1
575 1 1 1 1 68 1 1
575 2 2 1 1 67 2 1
576 1 1 1 1 72 1 1
576 2 2 1 1 73 2 1
576 3 1 1 1 53 3 1
576 4 2 1 1 34 9 1
577 1 1 1 1 86 1 1
577 2 2 1 1 86 2 1
578 1 1 1 1 53 1 2
578 2 2 1 1 43 2 2
578 3 2 1 1 11 3 2
578 4 1 1 1 10 3 2
578 5 2 1 1 8 3 2
579 1 1 1 1 65 1 1
579 2 2 1 1 62 2 1
580 1 2 1 1 58 1 1
580 2 1 1 1 32 3 1
580 3 1 1 1 87 6 1
581 1 2 1 1 29 1 2
581 2 1 1 1 41 2 2
581 3 2 1 1 4 3 2
581 4 1 1 1 4 3 2
581 5 1 1 1 2 3 2
582 1 2 1 1 79 1 1
582 2 1 1 1 77 2 1
582 3 2 1 1 45 3 1
583 1 2 2 2 38 1 2
583 2 2 2 2 20 3 2
583 3 1 2 2 12 3 2
584 1 1 1 1 66 1 1
584 2 2 1 1 64 2 1
585 1 1 1 1 53 1 1
585 2 2 1 1 52 2 1
585 3 2 1 1 23 3 1
585 4 1 1 1 21 3 1
586 1 1 1 1 53 1 2
586 2 2 1 1 50 2 2
586 3 2 1 1 14 3 2
587 1 1 1 2 27 1 2
587 2 2 1 2 26 2 2
587 3 2 1 2 6 3 2
588 1 1 8 1 54 1 1
588 2 2 1 1 57 2 1
588 3 1 1 1 18 3 1
588 4 1 1 1 14 3 1
589 1 2 1 1 51 1 1
589 2 1 1 1 62 2 1
590 1 2 1 1 50 1 2
590 2 1 1 1 17 3 2
590 3 2 1 1 27 7 2
590 4 2 1 1 25 7 2
590 5 1 1 1 53 10 2
591 1 1 1 1 57 1 2
591 2 2 1 1 54 2 2
592 1 2 1 1 40 1 1
592 2 2 1 1 21 3 1
593 1 2 1 1 58 1 1
593 2 1 1 1 59 2 1
594 1 2 7 5 57 1 1
594 2 2 7 5 24 3 1
594 3 2 7 5 59 7 1
594 4 2 7 2 2 9 1
594 5 1 7 2 25 4 1
595 1 2 1 1 48 1 1
595 2 1 1 1 53 2 1
595 3 1 1 1 26 3 1
596 1 1 1 1 78 1 1
596 2 2 1 1 75 2 1
597 1 2 1 1 38 1 1
597 2 1 1 1 40 2 1
597 3 2 1 1 13 3 1
597 4 1 1 1 11 3 1
598 1 1 1 1 57 1 1
598 2 2 1 1 54 2 1
599 1 1 1 1 42 1 1
599 2 2 1 1 46 2 1
599 3 2 1 1 16 3 1
599 4 2 1 1 14 3 1
600 1 1 1 1 40 1 1
600 2 2 1 1 38 2 1
601 1 2 1 2 68 1 1
601 2 1 1 2 40 3 1
602 1 1 1 1 49 1 1
602 2 2 1 1 49 2 1
602 3 1 1 1 23 3 1
602 4 1 1 1 8 3 1
603 1 2 1 1 58 1 1
603 2 1 1 1 63 2 1
604 1 1 6 1 69 1 1
604 2 2 6 1 61 2 1
605 1 1 2 1 87 1 1
605 2 2 2 1 82 2 1
606 1 2 1 1 33 1 1
606 2 1 1 1 32 2 1
607 1 1 1 1 62 1 1
607 2 2 1 1 60 2 1
608 1 1 1 2 59 1 1
608 2 2 1 2 27 3 1
