"Hhindex" "pernum" "sex" "race" "hisp" "age" "relate" "ownership"
899 6 2 8 1 5 3 2
900 1 1 2 1 71 1 1
900 2 2 8 1 29 3 1
900 3 2 8 1 23 3 1
901 1 2 1 1 72 1 1
901 2 1 1 1 75 2 1
901 3 2 1 1 93 10 1
902 1 1 1 1 42 1 1
902 2 2 1 1 36 2 1
902 3 1 1 1 4 3 1
902 4 1 1 1 1 3 1
902 5 1 1 1 15 3 1
903 1 1 1 1 58 1 1
903 2 2 1 1 58 2 1
903 3 1 1 1 19 3 1
904 1 1 1 2 57 1 1
904 2 2 1 2 50 2 1
904 3 2 1 2 29 3 1
904 4 1 1 2 20 3 1
904 5 2 1 2 19 3 1
905 1 1 1 1 62 1 1
905 2 2 1 1 61 2 1
906 1 1 1 1 30 1 1
906 2 2 1 1 27 2 1
907 1 1 1 1 57 1 1
907 2 2 1 1 56 2 1
908 1 1 1 1 62 1 1
908 2 2 1 1 63 2 1
909 1 1 1 2 36 1 2
909 2 2 1 2 49 2 2
909 3 2 1 2 9 3 2
909 4 2 1 2 4 3 2
910 1 1 8 1 51 1 2
910 2 2 1 1 38 2 2
910 3 1 8 1 12 3 2
910 4 1 8 1 10 3 2
910 5 2 8 1 7 3 2
910 6 2 1 1 58 7 2
911 1 2 1 1 39 1 1
911 2 1 1 1 8 3 1
912 1 1 1 1 59 1 1
912 2 2 1 1 52 2 1
912 3 1 1 1 22 3 1
912 4 2 1 1 15 3 1
913 1 1 1 1 79 1 1
913 2 2 1 1 62 2 1
914 1 1 1 5 71 1 1
914 2 2 1 5 46 2 1
915 1 1 1 1 81 1 1
915 2 2 1 1 72 2 1
916 1 1 1 1 83 1 1
916 2 2 1 1 82 2 1
917 1 1 2 1 34 1 2
917 2 2 2 1 37 2 2
918 1 2 1 1 51 1 2
918 2 1 1 1 31 3 2
919 1 2 1 1 52 1 1
919 2 1 1 1 29 3 1
919 3 2 1 1 24 3 1
920 1 2 2 1 77 1 2
920 2 2 2 1 58 3 2
921 1 1 1 1 54 1 1
921 2 2 1 1 56 2 1
922 1 1 1 1 58 1 1
922 2 2 1 1 54 2 1
923 1 2 1 1 37 1 1
923 2 1 1 1 42 2 1
923 3 1 1 1 10 3 1
923 4 1 1 1 6 3 1
924 1 1 1 1 30 1 2
924 2 2 1 1 29 2 2
925 1 1 1 1 38 1 2
925 2 1 1 1 10 3 2
925 3 2 1 1 5 3 2
926 1 2 1 1 27 1 1
926 2 2 1 1 25 7 1
926 3 1 1 1 31 11 1
927 1 1 1 1 65 1 1
927 2 2 1 1 64 2 1
927 3 2 1 1 32 3 1
928 1 2 2 1 57 1 1
928 2 1 2 1 58 11 1
929 1 1 7 2 36 1 1
929 2 2 7 2 34 2 1
930 1 1 8 1 51 1 1
930 2 2 1 1 49 2 1
930 3 2 1 1 24 3 1
930 4 2 1 1 13 3 1
931 1 2 1 2 28 1 2
931 2 1 1 2 6 3 2
932 1 1 1 1 32 1 2
932 2 2 1 1 25 2 2
933 1 1 1 1 84 1 1
933 2 2 1 1 82 2 1
934 1 2 1 1 27 1 2
934 2 1 1 1 11 3 2
934 3 2 1 1 4 3 2
934 4 2 1 1 1 3 2
935 1 2 1 1 46 1 2
935 2 1 1 1 57 11 2
936 1 1 1 1 45 1 1
936 2 2 1 1 36 2 1
936 3 2 1 1 16 3 1
936 4 2 1 1 15 3 1
936 5 1 1 1 13 3 1
936 6 2 1 1 11 3 1
937 1 1 1 1 89 1 2
937 2 2 1 1 88 2 2
938 1 1 1 1 66 1 1
938 2 2 1 1 64 2 1
938 3 1 1 1 38 3 1
939 1 1 1 1 55 1 1
939 2 2 1 1 54 2 1
939 3 1 1 1 21 3 1
939 4 2 1 1 20 3 1
940 1 1 1 1 30 1 1
940 2 2 1 1 34 2 1
940 3 1 1 1 8 3 1
940 4 1 1 1 3 3 1
941 1 1 1 1 38 1 1
941 2 2 1 1 35 2 1
941 3 1 1 1 3 3 1
942 1 2 1 1 63 1 1
942 2 1 1 1 66 2 1
943 1 1 1 1 60 1 2
943 2 2 1 1 63 2 2
944 1 2 1 1 42 1 1
944 2 1 1 1 55 2 1
944 3 2 1 5 12 9 1
945 1 2 1 1 62 1 1
945 2 1 1 1 63 2 1
946 1 2 1 1 70 1 1
946 2 1 1 1 66 2 1
947 1 2 1 1 20 1 2
947 2 1 1 1 21 11 2
948 1 2 1 1 53 1 1
948 2 1 1 1 40 11 1
949 1 1 1 1 67 1 1
949 2 2 1 1 66 2 1
950 1 1 1 1 68 1 1
950 2 2 1 1 61 2 1
950 3 1 2 1 8 9 1
950 4 1 2 1 6 9 1
951 1 2 7 5 35 1 2
951 2 2 7 5 17 3 2
951 3 1 8 5 13 3 2
952 1 1 1 1 33 1 1
952 2 2 1 1 33 2 1
952 3 1 1 1 1 3 1
953 1 2 1 1 70 1 1
953 2 2 1 1 61 12 1
954 1 2 1 1 70 1 1
954 2 2 1 1 18 12 1
954 3 2 1 1 18 12 1
954 4 1 1 1 9 12 1
955 1 2 1 1 41 1 1
955 2 1 1 1 46 2 1
955 3 1 1 1 17 3 1
955 4 2 1 1 14 3 1
955 5 2 1 1 9 3 1
956 1 2 1 1 61 1 2
956 2 2 1 1 55 11 2
957 1 2 1 1 49 1 1
957 2 1 1 1 47 2 1
957 3 2 1 1 18 3 1
957 4 1 1 1 16 3 1
958 1 2 1 1 50 1 2
958 2 1 1 1 15 3 2
958 3 1 1 1 11 3 2
959 1 1 6 1 32 1 2
959 2 2 8 1 29 2 2
959 3 1 8 1 4 3 2
959 4 1 6 1 30 7 2
959 5 2 6 1 67 5 2
960 1 2 1 1 39 1 2
960 2 1 1 1 21 3 2
960 3 2 1 1 57 5 2
961 1 2 1 1 37 1 1
961 2 1 1 1 36 2 1
961 3 1 1 1 6 3 1
961 4 1 7 5 1 3 1
962 1 1 1 1 51 1 1
962 2 2 1 1 51 2 1
962 3 1 1 1 14 3 1
963 1 1 1 1 67 1 1
963 2 2 1 1 64 2 1
964 1 2 1 1 47 1 1
964 2 1 1 1 52 2 1
964 3 1 1 1 19 3 1
964 4 1 1 1 15 3 1
965 1 1 1 1 68 1 1
965 2 2 1 1 66 2 1
966 1 2 1 2 41 1 2
966 2 1 1 2 40 2 2
966 3 1 1 2 14 3 2
966 4 1 1 2 12 3 2
966 5 2 1 2 6 3 2
967 1 1 6 1 29 1 2
967 2 2 6 1 36 11 2
968 1 2 1 1 21 1 2
968 2 1 1 1 22 2 2
969 1 2 1 1 72 1 1
969 2 1 1 1 71 2 1
970 1 1 1 1 51 1 2
970 2 2 1 1 44 2 2
970 3 2 1 1 19 3 2
970 4 1 1 1 17 3 2
971 1 1 1 1 34 1 2
971 2 1 2 1 32 11 2
972 1 2 1 1 53 1 1
972 2 1 1 1 53 2 1
972 3 2 1 1 23 3 1
973 1 1 4 1 40 1 1
973 2 2 4 1 38 2 1
973 3 1 4 1 7 3 1
974 1 1 1 1 34 1 2
974 2 2 1 1 27 11 2
974 3 1 1 1 7 12 2
974 4 1 1 1 4 12 2
975 1 1 7 5 59 1 2
975 2 2 7 5 54 2 2
975 3 2 1 5 19 3 2
976 1 2 1 1 43 1 2
976 2 1 1 1 12 3 2
976 3 1 1 1 8 3 2
977 1 1 1 1 53 1 1
977 2 2 1 1 46 2 1
977 3 1 1 1 22 3 1
978 1 1 1 1 53 1 1
978 2 2 1 1 52 2 1
978 3 1 1 1 19 3 1
978 4 2 1 1 15 3 1
979 1 1 8 1 58 1 1
979 2 2 8 1 33 3 1
979 3 1 8 1 11 9 1
979 4 1 8 1 8 9 1
979 5 1 8 1 5 9 1
979 6 2 8 1 1 10 1
980 1 1 1 1 55 1 2
980 2 2 1 1 48 2 2
980 3 2 1 1 16 3 2
980 4 2 1 1 14 3 2
980 5 1 1 1 23 3 2
981 1 2 1 1 65 1 1
981 2 1 1 1 70 2 1
982 1 2 1 1 55 1 1
982 2 1 1 1 57 2 1
983 1 1 1 1 42 1 1
983 2 2 1 1 41 2 1
983 3 2 1 1 9 3 1
983 4 2 1 1 11 3 1
984 1 2 1 1 55 1 1
984 2 1 1 1 53 2 1
984 3 1 1 1 16 3 1
984 4 2 1 1 16 3 1
985 1 1 1 1 73 1 1
985 2 2 1 1 61 2 1
986 1 1 1 1 40 1 1
986 2 2 1 1 36 2 1
986 3 2 1 1 9 3 1
987 1 1 1 1 41 1 1
987 2 2 1 5 41 2 1
987 3 2 1 5 12 3 1
987 4 1 1 5 8 3 1
988 1 1 1 1 56 1 2
988 2 2 8 1 47 2 2
989 1 1 7 2 55 1 2
989 2 2 7 2 55 2 2
989 3 1 7 2 27 3 2
990 1 1 1 1 37 1 1
990 2 2 1 1 36 2 1
990 3 2 1 1 3 3 1
991 1 1 1 1 55 1 1
991 2 2 1 1 56 2 1
992 1 2 1 1 46 1 1
992 2 1 1 1 56 2 1
993 1 2 1 1 84 1 1
993 2 1 1 1 84 2 1
994 1 1 1 1 49 1 2
994 2 2 1 1 44 2 2
994 3 2 1 1 14 3 2
994 4 2 1 1 12 3 2
995 1 2 2 1 44 1 1
995 2 1 2 1 50 2 1
995 3 1 2 1 22 3 1
995 4 1 2 1 23 3 1
996 1 1 1 1 68 1 1
996 2 2 1 1 67 2 1
997 1 1 1 2 79 1 1
997 2 2 1 2 69 2 1
997 3 1 1 5 49 3 1
998 1 1 1 1 52 1 1
998 2 1 1 1 24 3 1
998 3 2 1 1 3 9 1
998 4 2 1 1 23 10 1
999 1 1 1 1 51 1 1
999 2 2 1 1 51 2 1
999 3 2 1 1 15 3 1
999 4 1 1 1 8 3 1
1000 1 2 1 1 67 1 1
1000 2 1 1 1 65 2 1
1001 1 2 2 1 73 1 2
1001 2 2 2 1 41 3 2
1001 3 2 2 1 16 9 2
1001 4 1 2 1 12 9 2
1001 5 1 2 1 43 4 2
1002 1 2 1 1 52 1 1
1002 2 1 1 1 52 11 1
1003 1 2 1 1 64 1 1
1003 2 1 1 1 52 7 1
1004 1 2 1 1 51 1 1
1004 2 1 1 1 54 2 1
1005 1 2 1 1 36 1 2
1005 2 2 1 1 18 3 2
1005 3 2 1 1 13 3 2
1005 4 1 1 1 2 9 2
1006 1 2 1 1 24 1 2
1006 2 1 1 1 48 12 2
1007 1 2 1 1 33 1 2
1007 2 1 1 1 15 3 2
1007 3 1 1 1 12 3 2
1008 1 2 1 1 52 1 1
1008 2 1 1 1 58 2 1
1008 3 1 1 1 29 3 1
1008 4 1 1 1 25 3 1
1008 5 2 1 1 21 3 1
1009 1 1 1 1 61 1 1
1009 2 2 1 1 56 2 1
1010 1 2 1 1 40 1 1
1010 2 1 1 1 40 2 1
1010 3 2 1 1 20 3 1
1010 4 1 1 1 18 3 1
1011 1 1 1 1 22 1 1
1011 2 2 1 1 22 11 1
1012 1 2 1 1 41 1 1
1012 2 1 1 1 41 2 1
1012 3 2 1 1 16 3 1
1012 4 1 1 1 11 3 1
1012 5 1 1 1 6 3 1
1013 1 2 1 1 37 1 2
1013 2 1 1 1 17 3 2
1013 3 2 1 1 15 3 2
1014 1 1 1 1 83 1 1
1014 2 2 1 1 81 2 1
1015 1 2 1 1 41 1 1
1015 2 1 1 1 42 11 1
1016 1 2 1 2 83 1 1
1016 2 2 1 2 81 11 1
1017 1 2 1 1 52 1 2
1017 2 1 1 1 55 2 2
1017 3 2 1 1 24 3 2
1017 4 1 1 1 19 3 2
1018 1 2 1 1 68 1 1
1018 2 1 1 1 53 2 1
1019 1 2 8 1 51 1 2
1019 2 1 8 1 52 7 2
1020 1 2 8 1 24 1 2
1020 2 2 2 1 6 3 2
1020 3 2 2 1 1 3 2
1021 1 1 1 1 74 1 1
1021 2 2 1 1 70 2 1
1022 1 2 1 2 38 1 2
1022 2 1 1 2 38 2 2
1022 3 1 1 2 16 3 2
1022 4 2 1 2 13 3 2
1022 5 1 1 2 7 3 2
1023 1 1 7 2 21 1 2
1023 2 1 7 2 2 3 2
1023 3 2 7 2 21 11 2
1024 1 1 1 1 59 1 1
1024 2 2 1 1 47 2 1
1025 1 1 2 1 78 1 1
1025 2 2 2 1 77 2 1
1026 1 2 1 2 21 1 2
1026 2 1 1 2 23 7 2
1026 3 1 1 2 57 5 2
1026 4 2 1 2 54 5 2
1027 1 1 1 1 65 1 2
1027 2 2 1 1 64 2 2
1028 1 2 1 1 42 1 1
1028 2 1 1 1 41 2 1
1028 3 2 1 1 17 3 1
1028 4 1 1 1 13 3 1
1029 1 1 1 1 58 1 1
1029 2 2 1 1 57 2 1
1029 3 2 1 1 22 3 1
1030 1 1 1 1 90 1 1
1030 2 2 1 1 91 2 1
1031 1 1 1 1 59 1 1
1031 2 2 3 2 62 2 1
1032 1 1 1 1 78 1 1
1032 2 2 1 1 75 2 1
1033 1 2 1 1 46 1 2
1033 2 1 1 1 14 3 2
1033 3 1 1 1 12 3 2
1033 4 1 1 1 10 3 2
1034 1 1 1 1 62 1 1
1034 2 1 3 1 54 11 1
1035 1 2 1 1 65 1 1
1035 2 1 1 1 27 3 1
1036 1 2 1 1 65 1 1
1036 2 1 1 1 68 2 1
1037 1 1 1 1 39 1 1
1037 2 2 1 1 38 2 1
1037 3 2 1 1 7 3 1
1037 4 2 1 1 4 3 1
1038 1 1 1 1 57 1 1
1038 2 2 1 1 62 2 1
1039 1 2 1 1 30 1 2
1039 2 2 1 1 11 3 2
1039 3 2 1 1 10 3 2
1040 1 1 1 1 53 1 1
1040 2 2 1 1 50 2 1
1040 3 2 1 1 14 3 1
1041 1 1 1 1 44 1 1
1041 2 2 1 1 35 2 1
1042 1 1 1 1 51 1 1
1042 2 2 1 1 48 2 1
1042 3 2 1 1 19 3 1
1042 4 2 1 1 14 3 1
1043 1 1 1 1 57 1 2
1043 2 2 1 1 54 2 2
1043 3 1 1 1 21 3 2
1044 1 1 1 1 79 1 1
1044 2 2 1 1 78 2 1
1045 1 1 7 5 38 1 2
1045 2 2 7 5 15 3 2
1045 3 1 7 5 10 3 2
1045 4 2 7 5 21 10 2
1046 1 1 1 1 66 1 1
1046 2 2 1 1 56 2 1
1047 1 1 1 1 35 1 1
1047 2 2 1 1 37 2 1
1047 3 1 1 1 6 3 1
1047 4 1 1 1 4 3 1
1047 5 2 1 1 2 3 1
1048 1 2 1 1 46 1 2
1048 2 2 1 1 19 3 2
1049 1 1 1 1 53 1 1
1049 2 2 1 1 52 2 1
1050 1 1 1 1 75 1 1
1050 2 2 1 1 66 2 1
1051 1 2 2 1 30 1 2
1051 2 1 2 1 11 3 2
1051 3 1 2 1 5 3 2
1052 1 2 1 1 48 1 1
1052 2 2 1 1 19 3 1
1053 1 2 1 1 23 1 2
1053 2 2 1 1 24 11 2
1053 3 2 1 1 23 11 2
1054 1 1 1 1 59 1 1
1054 2 2 1 1 71 2 1
1055 1 2 1 1 31 1 2
1055 2 1 3 1 34 2 2
1055 3 1 1 1 12 3 2
1055 4 2 8 1 6 3 2
1055 5 1 1 1 3 3 2
1055 6 2 9 1 9 3 2
1056 1 2 2 1 43 1 2
1056 2 1 2 1 42 2 2
1056 3 2 2 1 18 3 2
1056 4 2 8 1 16 3 2
1056 5 2 2 1 7 3 2
1056 6 1 2 1 5 3 2
1057 1 1 1 1 65 1 1
1057 2 2 1 1 65 2 1
1058 1 2 1 1 55 1 1
1058 2 1 1 1 58 2 1
1059 1 2 1 1 28 1 2
1059 2 1 1 1 30 2 2
1059 3 2 1 1 2 3 2
1060 1 1 1 1 57 1 1
1060 2 2 1 1 51 2 1
1060 3 1 1 1 23 3 1
1061 1 1 1 1 22 1 2
1061 2 1 1 1 19 11 2
1061 3 2 1 1 19 11 2
1062 1 1 1 1 45 1 1
1062 2 2 1 1 50 2 1
1063 1 2 1 1 53 1 1
1063 2 1 1 1 23 3 1
1063 3 2 1 1 22 3 1
1063 4 2 1 1 18 3 1
1064 1 1 1 1 57 1 1
1064 2 2 1 1 50 2 1
1064 3 1 1 1 17 3 1
1064 4 2 1 1 11 3 1
1065 1 1 1 1 69 1 2
1065 2 1 1 1 55 7 2
1066 1 1 8 1 44 1 2
1066 2 2 1 1 42 2 2
1066 3 2 1 1 12 3 2
1066 4 1 1 1 9 3 2
1067 1 1 3 1 44 1 2
1067 2 2 1 1 37 2 2
1067 3 2 1 1 15 3 2
1067 4 1 1 1 19 12 2
1068 1 2 2 1 47 1 1
1068 2 2 2 1 49 7 1
1069 1 2 2 1 34 1 2
1069 2 1 2 1 15 3 2
1069 3 1 2 1 12 3 2
1069 4 1 2 1 10 3 2
1069 5 1 2 1 8 3 2
1070 1 1 1 1 78 1 1
1070 2 2 1 1 76 2 1
1071 1 1 1 1 29 1 1
1071 2 1 2 1 31 11 1
1071 3 1 8 1 28 11 1
1072 1 2 1 1 73 1 1
1072 2 1 1 1 70 2 1
1073 1 1 4 1 52 1 2
1073 2 2 4 1 53 7 2
1073 3 2 4 1 84 5 2
1074 1 2 6 1 48 1 1
1074 2 1 6 1 48 2 1
1074 3 2 6 1 21 3 1
1074 4 1 6 1 17 3 1
1075 1 1 1 1 21 1 2
1075 2 1 1 1 22 11 2
1075 3 1 1 1 22 11 2
1075 4 1 1 1 22 11 2
1075 5 1 1 1 22 11 2
1076 1 1 1 1 51 1 1
1076 2 2 1 1 51 2 1
1076 3 1 1 1 16 3 1
1077 1 2 2 1 76 1 1
1077 2 2 2 1 59 3 1
1078 1 1 1 1 25 1 2
1078 2 2 8 1 25 2 2
1078 3 1 8 1 19 10 2
1078 4 1 8 1 16 10 2
1079 1 1 1 1 37 1 2
1079 2 2 1 1 31 2 2
1080 1 1 1 1 65 1 1
1080 2 2 1 1 60 2 1
1081 1 2 1 1 41 1 2
1081 2 2 1 1 18 3 2
1081 3 2 1 1 11 3 2
1082 1 1 1 1 62 1 2
1082 2 2 1 1 62 2 2
1083 1 1 1 4 49 1 1
1083 2 2 1 5 49 2 1
1083 3 1 1 4 21 3 1
1083 4 2 1 4 15 3 1
1084 1 1 1 1 49 1 1
1084 2 2 1 1 48 2 1
1084 3 2 1 1 15 3 1
1085 1 2 1 1 68 1 1
1085 2 1 1 1 45 3 1
1086 1 1 1 1 57 1 1
1086 2 2 1 1 58 2 1
1087 1 2 1 1 32 1 1
1087 2 1 1 1 37 2 1
1087 3 2 1 1 2 3 1
1088 1 1 1 1 60 1 2
1088 2 2 1 1 65 2 2
1089 1 2 1 1 42 1 2
1089 2 1 1 1 43 2 2
1089 3 2 1 1 20 3 2
1089 4 1 1 1 6 3 2
1090 1 1 8 1 42 1 1
1090 2 2 8 1 17 3 1
1090 3 2 8 1 5 3 1
1091 1 1 1 1 36 1 1
1091 2 2 1 1 38 2 1
1091 3 2 1 1 4 3 1
1092 1 1 1 1 45 1 2
1092 2 2 6 1 42 2 2
1092 3 1 8 1 17 3 2
1092 4 1 8 1 15 3 2
1092 5 1 8 1 11 3 2
1093 1 2 1 1 38 1 1
1093 2 1 2 1 38 11 1
1094 1 1 1 1 55 1 1
1094 2 2 1 1 59 2 1
1095 1 2 2 1 49 1 1
1095 2 1 2 1 21 3 1
1096 1 1 1 1 61 1 1
1096 2 2 1 1 54 2 1
1096 3 1 1 1 22 3 1
1097 1 2 1 1 45 1 1
1097 2 1 1 1 25 3 1
1098 1 2 1 1 52 1 1
1098 2 1 1 1 51 2 1
1099 1 2 8 1 55 1 2
1099 2 1 2 1 28 3 2
1100 1 1 2 1 29 1 2
1100 2 2 2 1 31 2 2
1100 3 1 2 1 4 3 2
1100 4 1 2 1 3 3 2
1100 5 1 2 1 1 3 2
1101 1 1 1 1 51 1 1
1101 2 2 1 1 48 2 1
1102 1 1 1 1 59 1 1
1102 2 2 1 1 49 2 1
1102 3 1 1 1 17 3 1
1103 1 2 1 1 33 1 1
1103 2 1 1 1 33 11 1
1104 1 2 2 1 73 1 1
1104 2 1 2 1 94 2 1
1104 3 1 2 1 51 3 1
1105 1 2 1 1 47 1 1
1105 2 1 1 1 54 2 1
1105 3 1 1 1 16 3 1
1105 4 1 1 1 14 3 1
1106 1 1 1 1 61 1 1
1106 2 2 1 1 55 2 1
1107 1 1 1 1 35 1 1
1107 2 2 1 1 34 2 1
1107 3 1 1 1 5 3 1
1107 4 1 1 1 5 3 1
1108 1 1 1 1 68 1 1
1108 2 2 1 1 60 2 1
1109 1 2 1 2 44 1 1
1109 2 1 1 2 11 3 1
1109 3 1 1 2 7 3 1
1110 1 1 1 1 46 1 1
1110 2 2 1 1 39 2 1
1111 1 2 1 1 55 1 1
1111 2 1 1 1 66 2 1
1111 3 2 1 1 16 3 1
1112 1 2 3 1 39 1 2
1112 2 1 3 1 14 3 2
1113 1 1 1 1 34 1 1
1113 2 2 1 1 32 2 1
1113 3 2 1 1 14 3 1
1113 4 2 1 1 12 3 1
1113 5 2 1 1 9 3 1
1113 6 1 1 1 4 3 1
1114 1 1 1 1 47 1 1
1114 2 2 1 1 46 2 1
1114 3 2 1 1 14 3 1
1114 4 2 1 1 9 3 1
1115 1 2 1 1 49 1 2
1115 2 2 1 1 15 3 2
1115 3 1 1 1 11 3 2
1115 4 2 1 1 56 11 2
1116 1 1 1 1 49 1 1
1116 2 2 1 1 50 2 1
1117 1 2 2 1 34 1 2
1117 2 2 2 1 21 3 2
1117 3 2 2 1 14 3 2
1118 1 1 1 2 75 1 2
1118 2 2 1 2 75 2 2
1119 1 1 1 1 36 1 1
1119 2 2 1 1 32 2 1
1119 3 1 1 1 10 3 1
1120 1 1 1 1 65 1 1
1120 2 2 1 1 63 2 1
1121 1 1 1 1 71 1 1
1121 2 2 1 1 69 2 1
1122 1 1 1 1 61 1 1
1122 2 2 1 1 57 2 1
1123 1 1 1 1 48 1 1
1123 2 2 1 1 40 2 1
1123 3 1 1 1 7 3 1
1124 1 2 1 1 21 1 1
1124 2 1 1 1 50 5 1
1125 1 1 1 1 68 1 1
1125 2 2 1 1 67 2 1
1126 1 2 2 1 67 1 2
1126 2 1 2 1 42 3 2
1127 1 1 1 1 46 1 1
1127 2 2 1 1 46 2 1
1127 3 1 1 1 14 3 1
1127 4 2 1 1 11 3 1
1128 1 1 1 1 59 1 1
1128 2 2 1 1 49 2 1
1129 1 1 1 1 71 1 1
1129 2 2 1 1 68 2 1
1130 1 1 1 1 71 1 1
1130 2 2 1 1 70 2 1
1131 1 2 1 1 60 1 1
1131 2 1 1 1 64 2 1
1132 1 2 2 1 40 1 2
1132 2 1 2 1 40 2 2
1132 3 2 2 1 23 3 2
1132 4 2 2 1 14 3 2
1133 1 2 6 1 30 1 2
1133 2 1 1 1 33 2 2
1134 1 1 1 1 49 1 1
1134 2 2 1 1 46 2 1
1134 3 2 1 1 15 3 1
1134 4 2 1 1 12 3 1
1135 1 2 1 1 54 1 2
1135 2 1 1 1 55 2 2
1135 3 1 1 1 23 3 2
1135 4 2 1 1 18 3 2
1135 5 2 1 1 14 3 2
1135 6 2 1 1 21 12 2
1136 1 1 1 1 39 1 1
1136 2 2 1 1 38 2 1
1136 3 2 1 1 7 3 1
1136 4 1 1 1 4 3 1
1137 1 1 2 1 74 1 1
1137 2 2 2 1 72 2 1
1137 3 1 2 1 93 5 1
1138 1 1 3 2 31 1 2
1138 2 2 3 2 25 2 2
1138 3 2 3 2 7 3 2
1138 4 2 3 2 4 3 2
1138 5 1 3 2 1 3 2
1139 1 2 1 1 63 1 1
1139 2 1 1 1 61 2 1
1140 1 1 1 1 55 1 1
1140 2 2 1 1 53 2 1
1140 3 2 1 1 20 3 1
1140 4 2 1 1 18 3 1
1141 1 2 1 1 54 1 1
1141 2 1 1 1 56 2 1
1141 3 2 1 1 14 3 1
1142 1 1 1 1 31 1 2
1142 2 2 1 1 31 2 2
1142 3 2 1 1 9 3 2
1142 4 2 1 1 5 3 2
1143 1 2 1 1 48 1 1
1143 2 1 1 1 49 2 1
1143 3 1 1 1 18 3 1
1143 4 2 1 1 15 3 1
1144 1 1 3 1 62 1 1
1144 2 2 1 1 52 2 1
1144 3 1 3 1 37 3 1
1144 4 1 3 1 13 9 1
1145 1 2 1 1 64 1 1
1145 2 1 1 1 58 2 1
1146 1 2 1 1 21 1 2
1146 2 1 1 1 22 11 2
1146 3 2 7 1 21 11 2
1147 1 2 1 1 53 1 1
1147 2 1 8 1 60 2 1
1148 1 2 1 2 42 1 2
1148 2 2 1 2 23 3 2
1148 3 1 1 2 16 3 2
1149 1 1 1 1 41 1 1
1149 2 2 1 1 41 2 1
1149 3 1 1 1 19 3 1
1149 4 2 1 1 16 3 1
1149 5 1 1 1 12 3 1
1149 6 1 1 1 9 3 1
1150 1 1 1 1 29 1 1
1150 2 2 1 1 29 2 1
1150 3 1 1 1 4 3 1
1151 1 2 1 3 57 1 2
1151 2 1 1 3 19 3 2
1152 1 2 1 1 56 1 1
1152 2 1 1 1 56 2 1
1153 1 2 1 1 54 1 1
1153 2 1 1 1 62 2 1
1154 1 1 1 1 42 1 1
1154 2 2 1 1 50 2 1
1154 3 1 1 1 6 3 1
1154 4 2 1 1 22 3 1
1154 5 1 1 1 20 3 1
1154 6 2 1 1 25 7 1
1155 1 2 3 1 59 1 1
1155 2 1 3 1 25 3 1
1155 3 2 3 1 5 9 1
1156 1 1 1 1 34 1 1
1156 2 2 1 1 28 2 1
1156 3 2 1 1 3 3 1
1156 4 2 1 1 1 3 1
1157 1 2 1 1 39 1 1
1157 2 1 1 1 43 2 1
1157 3 2 1 1 14 3 1
1157 4 1 1 1 11 3 1
1157 5 1 1 1 5 3 1
1158 1 1 1 2 44 1 2
1158 2 2 1 2 42 2 2
1158 3 1 1 2 18 3 2
1158 4 2 1 2 17 3 2
1159 1 1 1 1 58 1 2
1159 2 1 1 1 26 3 2
1160 1 2 8 1 43 1 2
1160 2 2 8 1 21 3 2
1160 3 1 8 1 9 3 2
1161 1 2 1 1 80 1 1
1161 2 1 1 1 61 3 1
1161 3 1 1 1 60 3 1
1161 4 1 1 1 41 9 1
1162 1 1 1 1 83 1 1
1162 2 2 1 1 82 2 1
1162 3 1 1 1 53 3 1
1163 1 2 1 1 43 1 2
1163 2 2 1 1 10 3 2
1164 1 1 1 1 32 1 1
1164 2 2 1 1 31 2 1
1164 3 2 1 1 10 3 1
1164 4 2 1 1 5 3 1
1165 1 2 1 1 24 1 1
1165 2 1 1 1 24 2 1
1166 1 1 7 2 37 1 2
1166 2 2 7 2 17 3 2
1166 3 1 7 2 15 3 2
1166 4 1 7 2 9 3 2
1166 5 2 7 2 37 11 2
1167 1 1 1 1 62 1 1
1167 2 2 1 1 62 2 1
1168 1 2 1 1 51 1 2
1168 2 1 1 1 50 2 2
1169 1 1 1 1 63 1 1
1169 2 2 1 1 55 2 1
1170 1 2 6 1 43 1 2
1170 2 1 6 1 74 10 2
1170 3 2 6 1 73 10 2
1171 1 1 1 1 52 1 1
1171 2 2 1 1 51 2 1
1171 3 2 1 1 19 3 1
1171 4 1 1 1 17 3 1
1171 5 2 1 1 13 3 1
1172 1 1 1 1 46 1 1
1172 2 1 1 1 13 3 1
1172 3 2 1 1 10 3 1
1173 1 1 6 1 39 1 1
1173 2 2 6 1 32 2 1
1173 3 2 6 1 4 3 1
1174 1 2 4 1 49 1 1
1174 2 1 4 1 50 2 1
1174 3 1 4 1 17 3 1
1175 1 1 1 1 73 1 1
1175 2 2 1 1 73 2 1
1176 1 2 1 1 81 1 1
1176 2 1 1 1 83 2 1
1177 1 1 1 2 35 1 1
1177 2 2 1 2 39 2 1
1177 3 2 1 2 14 3 1
1177 4 2 1 2 11 3 1
1177 5 1 1 2 10 3 1
1178 1 2 1 1 32 1 1
1178 2 1 1 5 34 2 1
1178 3 1 1 5 4 3 1
1178 4 1 1 5 2 3 1
1179 1 2 1 1 27 1 2
1179 2 1 1 1 29 11 2
1180 1 2 1 3 34 1 1
1180 2 2 1 3 17 3 1
1180 3 2 1 3 2 3 1
1180 4 1 1 3 36 11 1
