"Hhindex" "pernum" "sex" "race" "hisp" "age" "relate" "ownership" "headsex" "headrace" "headhisp" "headage"
4087 2 NA 1 1 77 NA NA NA 1 1 69
4088 2 2 1 5 17 3 NA 2 1 1 40
4088 3 2 1 5 14 NA NA 2 1 1 40
4088 4 2 1 5 NA 3 NA 2 1 1 40
4089 2 2 1 1 7 NA NA 2 NA NA 31
4090 2 2 2 1 32 3 1 NA NA 1 56
4090 3 NA 2 NA 9 8 1 NA NA 1 56
4090 4 1 2 1 74 NA 1 NA NA 1 56
4091 2 NA 1 NA 51 2 NA 1 NA 1 55
4091 3 2 1 1 23 3 NA 1 NA 1 55
4091 4 NA 1 1 9 3 NA 1 NA 1 55
4092 2 NA NA 1 50 2 NA 1 1 NA 62
4092 3 1 NA 1 17 3 NA 1 1 NA 62
4093 2 NA NA 2 NA 2 1 2 1 2 50
4093 3 1 1 NA 6 NA 1 2 1 2 50
4094 2 2 NA 5 38 2 1 1 1 NA 37
4094 3 2 NA NA 6 3 1 1 1 NA 37
4094 4 NA 1 2 3 3 1 1 1 NA 37
4095 2 NA 1 1 NA 2 1 2 1 1 45
4095 3 2 1 1 8 3 1 2 1 1 45
4095 4 NA 1 1 2 3 1 2 1 1 45
4096 2 NA 1 1 30 2 NA 2 NA NA 43
4096 3 1 1 NA 21 NA NA 2 NA NA 43
4096 4 2 NA 1 2 NA NA 2 NA NA 43
4097 2 NA NA 1 44 NA 1 NA NA NA 45
4097 3 NA NA 1 NA 3 1 NA NA NA 45
4097 4 NA NA NA NA NA 1 NA NA NA 45
4098 2 2 8 1 69 2 1 1 NA 1 71
4099 2 2 NA 1 62 2 1 1 1 NA 65
4100 2 2 NA 1 66 2 1 1 NA NA 75
4101 2 1 NA 1 11 NA 1 NA 1 NA 33
4101 3 2 NA 1 NA 3 1 NA 1 NA 33
4101 4 NA 2 NA 38 13 1 NA 1 NA 33
4102 2 2 1 NA NA 3 1 1 1 1 47
4102 3 1 1 NA 66 7 1 1 1 1 47
4103 2 2 1 2 NA 2 1 1 1 NA 58
4104 2 2 1 NA 4 NA 2 NA 1 1 23
4104 3 2 1 1 NA NA 2 NA 1 1 23
4105 2 2 1 NA NA 2 2 1 1 1 25
4106 2 2 8 3 2 3 2 2 NA 3 25
4106 3 1 2 1 37 12 2 2 NA 3 25
4107 2 2 1 1 NA NA 1 1 NA 1 49
4107 3 1 1 NA NA 3 1 1 NA 1 49
4107 4 2 NA NA 8 3 1 1 NA 1 49
4108 2 1 7 2 21 NA NA 2 NA NA 49
4108 3 1 NA 2 NA 3 NA 2 NA NA 49
4109 2 2 1 1 40 2 2 NA 1 1 31
4109 3 1 1 NA 18 5 2 NA 1 1 31
4109 4 NA 1 1 NA NA 2 NA 1 1 31
4110 2 NA 1 NA 59 2 NA NA 1 1 63
4110 3 1 NA 1 21 3 NA NA 1 1 63
4111 2 1 NA 2 NA 2 2 2 NA 2 36
4111 3 2 1 2 2 3 2 2 NA 2 36
4112 2 2 1 1 55 NA 2 1 NA 1 48
4113 2 NA NA NA NA 2 NA NA NA 1 59
4114 2 2 1 3 32 8 1 1 1 1 94
4114 3 2 NA 2 16 8 1 1 1 1 94
4114 4 1 NA 2 11 8 1 1 1 1 94
4115 2 NA NA NA 31 2 NA 2 NA NA 32
4116 2 NA 1 1 NA 2 NA NA 1 1 49
4117 2 NA 1 NA 18 12 NA 2 NA 1 18
4118 2 NA 2 NA NA 2 NA 2 NA NA 63
4119 2 1 1 1 51 12 1 2 1 1 60
4120 2 2 1 NA NA 2 1 NA 1 1 66
4121 2 2 1 1 NA 2 1 NA NA NA 62
4122 2 2 1 1 31 12 2 2 NA NA 31
4123 2 2 1 1 44 2 NA 1 1 1 47
4123 3 1 1 1 NA NA NA 1 1 1 47
4124 2 NA NA 1 75 2 NA 2 NA NA 71
4125 2 2 1 1 25 2 NA NA 1 NA 38
4126 2 2 1 1 NA 2 1 NA NA 1 60
4127 2 2 1 1 30 12 NA NA 1 1 32
4128 2 NA 1 NA NA 2 NA 1 1 1 82
4129 2 NA 1 NA 51 3 2 2 NA 1 79
4130 2 NA 1 NA 54 2 1 NA 1 1 53
4131 2 2 NA 1 45 2 1 1 1 1 42
4131 3 2 1 1 8 3 1 1 1 1 42
4131 4 1 1 1 14 NA 1 1 1 1 42
4132 2 2 1 1 NA NA 1 NA 1 NA 77
4132 3 1 NA NA 43 3 1 NA 1 NA 77
4133 2 2 1 NA 61 2 1 1 1 NA 63
4134 2 2 1 1 NA 2 1 1 1 1 59
4135 2 NA 1 1 66 2 1 NA NA 1 70
4136 2 2 1 1 61 2 1 1 NA 1 59
4137 2 1 1 1 8 3 1 NA 1 1 28
4137 3 1 NA 1 40 12 1 NA 1 1 28
4138 2 1 1 NA NA NA 2 1 1 1 31
4138 3 NA 1 1 27 NA 2 1 1 1 31
4139 2 2 1 1 59 2 1 1 NA NA 61
4140 2 NA 7 NA 18 3 1 2 7 5 49
4141 2 NA 1 NA NA 2 1 NA NA NA 58
4141 3 1 1 1 23 3 1 NA NA NA 58
4142 2 NA 1 1 NA 2 1 NA 1 1 29
4142 3 NA 1 1 3 NA 1 NA 1 1 29
4142 4 1 NA 1 2 3 1 NA 1 1 29
4143 2 1 NA NA 24 12 2 NA NA NA 25
4144 2 2 6 NA NA 2 1 1 6 1 60
4144 3 NA 6 1 30 NA 1 1 6 1 60
4145 2 2 1 1 NA 2 1 1 1 1 61
4146 2 NA 1 1 61 2 1 2 1 NA 42
4147 2 2 NA 1 17 NA 2 2 1 1 38
4148 2 2 NA NA 28 12 2 NA 1 1 29
4149 2 1 NA 1 NA 2 NA NA 1 1 42
4149 3 2 1 1 13 3 NA NA 1 1 42
4150 2 NA NA 3 NA NA NA 2 7 NA 47
4150 3 NA NA NA 12 3 NA 2 7 NA 47
4150 4 1 7 NA 52 12 NA 2 7 NA 47
4151 2 NA 1 1 NA 2 NA NA NA 1 71
4152 2 2 1 NA 35 2 1 1 1 1 35
4152 3 2 NA NA 3 3 1 1 1 1 35
4153 2 1 1 2 27 12 NA 2 1 1 24
4154 2 2 1 1 21 NA 1 NA NA 1 24
4155 2 1 6 NA 43 2 1 2 6 NA 42
4155 3 NA 6 1 5 3 1 2 6 NA 42
4156 2 NA NA 1 94 NA NA NA NA 1 53
4156 3 2 NA NA NA NA NA NA NA 1 53
4157 2 1 1 5 61 6 NA NA 1 5 54
4158 2 2 1 1 NA 2 1 1 NA 1 84
4159 2 NA 1 1 61 2 NA 1 NA NA 55
4160 2 NA NA 1 NA NA NA NA 1 NA 38
4161 2 NA NA 1 NA 2 1 2 1 NA 25
4161 3 NA 1 1 NA NA 1 2 1 NA 25
4161 4 1 1 NA 4 3 1 2 1 NA 25
4162 2 NA NA 1 53 2 1 NA 1 NA 55
4163 2 1 1 1 3 3 2 1 1 1 28
4163 3 2 NA 1 39 12 2 1 1 1 28
4164 2 2 1 1 NA NA 1 1 1 1 86
4164 3 1 NA 1 57 3 1 1 1 1 86
4165 2 2 NA NA 14 NA 1 2 NA 1 50
4165 3 2 1 1 NA NA 1 2 NA 1 50
4166 2 NA 1 NA NA NA 2 NA 1 NA 28
4167 2 NA NA NA 58 12 NA 1 1 1 55
4168 2 2 1 1 NA NA 1 2 NA NA 41
4168 3 2 1 1 14 NA 1 2 NA NA 41
4168 4 1 NA 1 NA NA 1 2 NA NA 41
4169 2 2 NA 1 NA 2 1 1 1 1 65
4170 2 1 1 1 64 2 1 NA 1 NA 64
4171 2 NA NA 1 NA 2 1 NA 2 NA 56
4172 2 2 NA 1 65 2 NA 1 1 NA 70
4173 2 2 NA 1 NA NA 1 NA NA NA 86
4174 2 2 1 1 NA NA 1 1 1 1 38
4174 3 2 NA 1 12 3 1 1 1 1 38
4174 4 1 1 NA 9 3 1 1 1 1 38
4175 2 1 1 NA NA NA 1 2 1 1 88
4176 2 2 1 1 NA NA 1 1 1 1 83
4177 2 1 2 1 30 3 1 2 NA 1 55
4177 3 1 2 1 22 NA 1 2 NA 1 55
4178 2 NA 1 NA 70 3 NA NA 1 NA 90
4179 2 2 1 1 NA NA NA NA NA NA 88
4179 3 1 NA 1 63 3 NA NA NA NA 88
4180 2 NA NA 1 25 3 1 NA 2 NA 57
4181 2 NA NA NA 60 2 1 NA NA 1 58
4182 2 1 NA NA NA 2 1 2 NA 1 56
4182 3 NA 1 1 21 3 1 2 NA 1 56
4183 2 2 1 1 67 2 1 NA NA 1 59
4184 2 NA 1 NA 60 2 1 2 1 1 59
4184 3 NA NA 1 32 NA 1 2 1 1 59
4184 4 NA 1 1 24 NA 1 2 1 1 59
4185 2 2 1 1 30 12 1 2 1 NA 31
4186 2 1 1 NA 41 12 NA 1 1 1 48
4187 2 2 NA 1 NA 2 NA NA 6 1 42
4188 2 NA NA 1 81 2 2 NA 1 NA 85
4189 2 1 1 NA 68 2 NA 2 1 1 62
4190 2 NA NA 1 NA 2 1 2 NA 1 62
4191 2 1 NA 3 NA NA 2 2 NA 3 35
4191 3 1 1 NA 14 3 2 2 NA 3 35
4191 4 2 1 3 11 3 2 2 NA 3 35
4192 2 2 1 1 NA 2 1 1 1 1 32
4192 3 NA 1 1 2 3 1 1 1 1 32
4193 2 NA 1 1 65 NA 1 NA NA NA 61
4194 2 2 NA 1 74 NA NA 1 1 NA 73
4195 2 NA NA 1 52 2 2 2 NA NA 45
4195 3 2 1 1 16 5 2 2 NA NA 45
4196 2 NA 1 1 31 2 1 NA NA 1 32
4196 3 1 NA NA 3 3 1 NA NA 1 32
4197 2 2 1 NA NA NA 1 1 1 1 87
4198 2 NA NA 1 20 3 2 2 NA 1 47
4198 3 2 1 1 11 3 2 2 NA 1 47
4198 4 NA NA NA 10 3 2 2 NA 1 47
4199 2 1 1 1 22 3 1 2 1 1 51
4199 3 1 1 1 21 3 1 2 1 1 51
4199 4 2 NA NA 18 3 1 2 1 1 51
4200 2 1 1 1 26 3 2 2 NA NA 56
4201 2 NA 1 1 61 2 NA 1 1 1 63
4202 2 2 6 1 NA 2 1 NA 6 NA 65
4203 2 1 8 1 42 8 1 1 1 1 93
4204 2 2 1 2 29 2 NA 1 1 2 32
4204 3 NA NA 2 1 NA NA 1 1 2 32
4205 2 2 1 NA 67 2 1 1 1 1 69
4206 2 NA NA 1 NA 3 2 NA NA NA 58
4207 2 2 1 NA NA 2 1 1 1 1 40
4207 3 2 1 1 18 NA 1 1 1 1 40
4207 4 2 NA 1 15 NA 1 1 1 1 40
4208 2 NA NA NA NA 2 1 1 1 1 55
4209 2 NA 1 1 54 2 1 NA NA NA 52
4209 3 2 1 1 23 3 1 NA NA NA 52
4210 2 2 NA 4 NA 2 1 1 NA NA 31
4210 3 2 1 NA NA 3 1 1 NA NA 31
4210 4 1 1 4 3 3 1 1 NA NA 31
4211 2 1 NA 1 34 NA NA NA 8 1 34
4212 2 1 2 NA 52 12 2 NA 2 1 28
4213 2 2 1 1 51 2 1 1 1 NA 52
4214 2 1 1 NA 27 12 1 2 NA 1 28
4215 2 2 1 1 63 2 1 1 1 1 66
4216 2 2 NA 1 45 12 NA 1 1 1 42
4217 2 NA 1 1 NA NA 1 1 NA 1 76
4218 2 2 1 1 NA 2 NA 1 1 1 61
4219 2 2 2 NA 71 2 1 1 NA 1 71
4220 2 2 NA 1 NA NA 1 NA 2 1 65
4220 3 1 NA 1 NA 3 1 NA 2 1 65
4221 2 2 1 1 NA 2 NA 1 1 NA 38
4221 3 NA NA NA 11 NA NA 1 1 NA 38
4221 4 2 1 1 3 NA NA 1 1 NA 38
4222 2 NA 1 1 NA 2 NA NA 1 NA 48
4222 3 1 1 1 24 3 NA NA 1 NA 48
4222 4 2 1 1 15 3 NA NA 1 NA 48
4223 2 2 1 NA 42 2 1 NA 1 NA 52
4224 2 2 NA 1 75 2 NA 1 1 1 78
4225 2 2 1 1 58 2 1 1 NA 1 61
4225 3 NA 1 NA 24 NA 1 1 NA 1 61
4226 2 2 NA 1 39 2 NA 1 NA NA 36
4226 3 1 1 NA 9 3 NA 1 NA NA 36
4226 4 2 1 1 6 3 NA 1 NA NA 36
4227 2 2 1 1 52 2 1 1 1 NA 63
4228 2 1 8 1 24 NA 2 1 8 NA 24
4229 2 NA NA NA NA 2 1 1 NA NA 46
4229 3 1 NA NA 18 NA 1 1 NA NA 46
4230 2 2 1 1 NA 2 1 1 1 1 53
4231 2 NA 2 NA 41 3 1 2 2 2 82
4232 2 2 1 NA 61 2 NA NA 1 NA 59
4232 3 2 1 NA 91 NA NA NA 1 NA 59
4233 2 1 NA NA NA 2 1 2 1 1 26
4233 3 2 1 1 NA NA 1 2 1 1 26
4234 2 1 1 NA NA 2 1 NA NA 1 59
4235 2 1 NA NA NA 3 2 2 2 1 38
4236 2 2 NA 1 33 2 NA 1 1 NA 31
4236 3 2 8 1 NA 3 NA 1 1 NA 31
4236 4 NA 8 1 2 NA NA 1 1 NA 31
4237 2 2 1 NA 62 3 1 2 NA 1 85
4237 3 1 NA 1 62 10 1 2 NA 1 85
4238 2 2 1 1 24 3 NA 2 1 1 61
4239 2 NA NA 1 54 NA 1 1 NA NA 54
4240 2 NA NA 2 30 2 2 NA NA 1 25
4241 2 2 7 NA NA 2 1 NA NA 1 51
4241 3 1 7 NA 3 3 1 NA NA 1 51
4242 2 2 1 1 27 NA NA NA 1 NA 71
4243 2 NA 1 NA NA NA 1 1 1 NA 80
4244 2 NA NA 1 NA 2 1 2 1 NA 61
4244 3 1 NA 1 NA 3 1 2 1 NA 61
4245 2 NA 7 5 55 2 2 2 7 5 50
4246 2 NA 1 1 21 12 2 2 NA NA 25
4247 2 2 1 1 70 2 1 1 1 NA 73
4248 2 NA 1 2 NA NA NA 2 1 NA 46
4248 3 NA NA 2 11 3 NA 2 1 NA 46
4248 4 1 1 2 9 3 NA 2 1 NA 46
4249 2 2 1 NA 58 2 1 1 NA NA 64
4249 3 2 1 1 NA NA 1 1 NA NA 64
4249 4 2 1 1 5 8 1 1 NA NA 64
4250 2 1 1 1 48 3 1 2 1 1 83
4251 2 1 6 1 NA 2 1 NA 6 1 34
4251 3 NA NA 1 4 NA 1 NA 6 1 34
4251 4 NA 6 NA NA 3 1 NA 6 1 34
4252 2 NA 1 1 69 2 1 NA 8 1 80
4253 2 NA NA 1 34 12 NA NA 1 1 30
4254 2 NA NA NA 62 2 NA 1 1 1 63
4254 3 NA 1 1 30 3 NA 1 1 1 63
4254 4 NA 1 1 28 10 NA 1 1 1 63
4255 2 NA 1 1 NA 2 2 1 NA 1 25
4255 3 1 1 1 NA 3 2 1 NA 1 25
4256 2 1 1 1 10 4 1 1 1 1 61
4257 2 1 1 NA 3 3 NA 1 1 1 44
4257 3 2 1 1 40 12 NA 1 1 1 44
4258 2 NA 1 5 NA NA NA NA 8 2 36
4259 2 2 1 1 NA 2 NA 1 1 1 82
4260 2 NA NA 5 NA 3 NA 2 8 NA 53
4261 2 NA 2 1 67 2 2 2 NA 1 60
4262 2 NA 1 1 29 12 2 NA NA 1 31
4263 2 1 1 1 NA 2 NA NA NA 1 23
4264 2 1 1 NA NA 2 1 NA NA 1 45
4264 3 NA 1 1 NA 3 1 NA NA 1 45
4264 4 2 1 1 14 3 1 NA NA 1 45
4265 2 1 1 1 NA 2 1 2 NA NA 58
4266 2 2 1 2 NA 2 1 1 1 1 70
4267 2 2 1 1 NA 2 1 NA NA 1 79
4268 2 2 NA 1 NA NA 1 1 1 NA 30
4269 2 1 2 1 20 NA NA NA 2 NA 63
4270 2 1 1 1 NA 2 1 2 NA NA 50
4270 3 2 3 1 23 3 1 2 NA NA 50
4271 2 2 1 1 49 12 1 1 NA NA 47
4271 3 NA 1 NA 20 NA 1 1 NA NA 47
4271 4 2 1 1 12 NA 1 1 NA NA 47
4272 2 NA 1 NA NA 2 NA 1 1 1 56
4273 2 1 NA 1 62 2 NA 2 1 1 55
4273 3 NA 1 1 22 3 NA 2 1 1 55
4274 2 2 1 1 56 12 NA NA 1 NA 61
4275 2 NA 1 2 15 NA NA 2 1 2 34
4275 3 1 NA 2 8 NA NA 2 1 2 34
4275 4 2 1 NA 5 3 NA 2 1 2 34
4276 2 1 NA NA 83 NA 1 2 1 NA 79
4277 2 1 NA 1 21 3 NA 2 4 1 57
4278 2 1 NA NA 49 12 NA NA 1 1 52
4279 2 NA NA 1 73 NA 1 NA 1 NA 84
4280 2 1 2 1 24 3 1 2 2 NA 44
4281 2 NA NA NA NA NA 1 NA 1 1 76
4282 2 2 NA NA 29 12 2 2 1 1 28
4283 2 2 1 NA NA 2 NA 1 NA 1 47
4283 3 NA NA NA NA 3 NA 1 NA 1 47
4283 4 2 1 1 21 5 NA 1 NA 1 47
4284 2 1 1 NA NA 2 NA 2 1 1 39
4284 3 NA 1 NA 13 NA NA 2 1 1 39
4284 4 1 1 1 8 3 NA 2 1 1 39
4285 2 1 1 NA NA 2 2 2 NA 1 57
4285 3 NA 1 1 25 3 2 2 NA 1 57
4286 2 NA 8 2 NA NA 2 NA 8 2 51
4286 3 2 8 NA 19 3 2 NA 8 2 51
4286 4 2 8 2 12 3 2 NA 8 2 51
4287 2 NA 1 1 60 2 1 1 1 1 61
4287 3 2 1 1 38 3 1 1 1 1 61
4287 4 2 1 1 85 NA 1 1 1 1 61
4288 2 NA 1 2 37 NA 2 2 1 NA 40
4288 3 2 NA 2 10 3 2 2 1 NA 40
4288 4 1 1 2 7 3 2 2 1 NA 40
4289 2 2 1 1 53 2 NA 1 1 1 57
4290 2 2 NA 1 37 NA 2 1 1 NA 38
4291 2 1 2 1 30 3 2 NA 2 1 47
4291 3 1 NA 1 28 NA 2 NA 2 1 47
4291 4 1 2 NA 8 NA 2 NA 2 1 47
4292 2 NA 2 NA 17 NA 1 NA 2 NA 46
4293 2 2 NA 1 68 2 1 1 1 1 67
4294 2 2 6 1 68 2 1 1 6 NA 68
4295 2 2 7 1 NA 2 1 NA 7 1 66
4296 2 2 1 1 67 2 NA 1 1 NA 81
4297 2 2 NA NA NA 2 NA NA 6 1 55
4297 3 2 6 NA NA 3 NA NA 6 1 55
4298 2 2 1 1 59 2 1 1 NA 1 55
4299 2 NA 1 1 NA 2 1 1 1 1 71
4299 3 NA NA 1 NA 3 1 1 1 1 71
4300 2 1 1 NA 71 NA NA 2 NA NA 71
4301 2 NA 6 NA 57 2 NA 2 6 1 50
4301 3 1 6 1 23 3 NA 2 6 1 50
4301 4 1 NA 1 13 NA NA 2 6 1 50
4302 2 1 8 NA NA 2 1 2 8 1 42
4302 3 1 NA 1 11 NA 1 2 8 1 42
4302 4 2 8 NA 8 NA 1 2 8 1 42
4303 2 1 1 NA 35 NA NA 1 1 1 34
4304 2 1 8 1 36 NA 2 2 NA 1 39
4304 3 NA 9 1 7 NA 2 2 NA 1 39
4305 2 2 1 NA NA 2 1 1 1 1 47
4305 3 NA 1 1 17 13 1 1 1 1 47
4306 2 2 1 1 NA NA 1 NA 7 2 34
4306 3 NA NA 2 3 NA 1 NA 7 2 34
4306 4 2 NA NA 8 5 1 NA 7 2 34
4307 2 2 1 1 70 2 1 NA NA NA 74
4308 2 2 1 NA NA 2 1 1 NA 1 62
4309 2 NA NA 1 NA 2 1 1 1 1 50
4310 2 NA NA NA NA 2 1 NA 1 NA 69
4311 2 NA 1 NA NA 2 1 NA NA NA 55
4312 2 1 1 1 66 2 NA 2 NA NA 67
4313 2 NA NA 1 NA NA 1 NA 1 NA 90
4314 2 2 1 1 61 2 NA 1 NA NA 64
4315 2 2 1 NA NA 2 1 1 1 1 72
4316 2 2 1 1 42 2 1 1 1 1 47
4316 3 NA NA 1 19 3 1 1 1 1 47
4316 4 1 NA 1 17 NA 1 1 1 1 47
4317 2 NA 1 NA NA 2 1 2 NA 1 35
4317 3 1 1 NA 18 NA 1 2 NA 1 35
4317 4 NA NA NA 13 NA 1 2 NA 1 35
4318 2 NA 1 1 20 3 2 NA 1 1 56
4319 2 2 NA 1 41 2 1 NA 1 NA 51
4319 3 2 1 1 NA NA 1 NA 1 NA 51
4320 2 2 NA 1 53 12 NA 1 1 1 52
4321 2 2 NA NA NA 2 1 1 1 1 62
4322 2 1 1 1 85 2 NA 2 1 1 80
4322 3 NA 1 1 NA 3 NA 2 1 1 80
4323 2 2 1 2 47 NA 1 NA NA NA 52
4323 3 NA 1 2 14 NA 1 NA NA NA 52
4323 4 2 NA 2 NA NA 1 NA NA NA 52
4324 2 2 3 1 NA NA NA 1 3 1 59
4325 2 1 NA NA 75 2 1 NA 1 NA 71
4326 2 1 1 1 57 2 1 2 8 NA 57
4326 3 2 8 1 18 NA 1 2 8 NA 57
4326 4 2 1 NA 9 8 1 2 8 NA 57
4327 2 NA NA NA NA NA 1 2 1 1 59
4328 2 NA 6 1 NA 2 NA 2 NA 1 35
4328 3 2 8 1 13 NA NA 2 NA 1 35
4328 4 1 8 1 5 3 NA 2 NA 1 35
4329 2 2 1 NA 60 2 1 1 1 NA 66
4329 3 1 1 1 24 3 1 1 1 NA 66
4330 2 1 NA NA 40 NA 1 NA 1 NA 43
4330 3 2 1 1 2 3 1 NA 1 NA 43
4330 4 1 1 1 2 NA 1 NA 1 NA 43
4331 2 2 1 1 51 3 1 NA 1 1 80
4332 2 2 NA NA 57 NA 1 NA NA 1 69
4332 3 2 2 1 23 4 1 NA NA 1 69
4333 2 NA NA 1 NA 2 1 2 1 1 41
4333 3 1 NA 1 6 3 1 2 1 1 41
4333 4 2 1 NA 20 NA 1 2 1 1 41
4334 2 1 2 1 NA NA 2 2 2 1 29
4334 3 NA 2 1 1 3 2 2 2 1 29
4335 2 2 1 NA NA 2 1 NA NA NA 44
4336 2 2 NA 1 NA 2 1 1 8 NA 52
4336 3 NA 1 1 20 3 1 1 8 NA 52
4336 4 1 1 1 18 NA 1 1 8 NA 52
4337 2 1 NA 2 80 12 NA NA 1 1 72
4337 3 1 1 1 71 12 NA NA 1 1 72
4338 2 2 2 1 48 2 1 NA NA 1 69
4338 3 2 2 1 15 3 1 NA NA 1 69
4339 2 2 1 1 47 2 1 1 NA 1 53
4339 3 1 1 1 NA NA 1 1 NA 1 53
4340 2 NA 1 NA 27 NA 2 2 1 NA 48
4340 3 1 1 1 47 13 2 2 1 NA 48
4341 2 2 1 NA NA 3 2 NA 1 NA 31
4342 2 1 1 NA 8 NA NA 1 1 1 38
4342 3 2 1 1 30 12 NA 1 1 1 38
4343 2 2 8 1 NA NA 1 1 1 1 36
4343 3 2 NA NA 36 12 1 1 1 1 36
4344 2 NA 1 1 NA 2 2 2 1 NA 28
4344 3 2 1 NA 9 3 2 2 1 NA 28
4344 4 1 1 1 NA 3 2 2 1 NA 28
4345 2 NA NA NA NA 2 NA NA 1 1 59
4346 2 1 1 NA NA NA 1 2 1 1 44
4346 3 1 NA 1 16 3 1 2 1 1 44
4346 4 1 NA 1 NA NA 1 2 1 1 44
4347 2 2 1 1 NA 2 1 1 1 1 86
4348 2 2 1 1 67 2 NA 1 NA 1 69
4349 2 NA 1 NA 29 2 NA NA 1 1 30
4350 2 2 1 1 69 2 1 NA 1 1 68
4351 2 NA 2 NA NA 2 NA 2 NA 1 57
4351 3 NA 2 1 24 3 NA 2 NA 1 57
4352 2 NA 1 1 NA 2 1 1 1 1 64
4353 2 2 1 1 NA NA 1 1 1 NA 84
4354 2 2 NA 1 35 NA 2 NA NA NA 45
4354 3 2 NA 1 NA 3 2 NA NA NA 45
4354 4 1 NA NA 5 3 2 NA NA NA 45
4355 2 2 NA 2 38 2 2 NA 1 2 43
4355 3 2 NA 2 9 3 2 NA 1 2 43
4355 4 2 1 2 19 5 2 NA 1 2 43
4356 2 2 NA 1 NA NA 1 1 1 1 79
4357 2 NA 1 3 42 2 1 2 NA 1 42
4357 3 1 1 3 3 3 1 2 NA 1 42
4357 4 1 1 NA 1 3 1 2 NA 1 42
4358 2 2 1 NA 49 3 1 1 1 NA 76
4359 2 2 6 NA 61 2 1 1 NA 1 63
4359 3 2 6 1 20 3 1 1 NA 1 63
4360 2 NA 1 2 60 2 2 1 1 2 63
4360 3 1 NA NA NA NA 2 1 1 2 63
4361 2 1 NA 1 48 2 NA NA NA 1 49
4361 3 NA 2 1 NA NA NA NA NA 1 49
4361 4 1 NA 1 6 NA NA NA NA 1 49
4362 2 NA 1 NA 54 NA NA NA 1 NA 76
4363 2 2 1 1 23 8 1 NA 1 1 63
4364 2 2 8 4 5 3 2 NA 2 NA 24
4365 2 1 1 1 46 12 2 1 NA NA 64
4366 2 NA 1 NA NA 2 1 2 1 1 50
4367 2 NA 1 1 NA 2 1 2 NA NA 46
4367 3 NA 1 NA 5 3 1 2 NA NA 46
4367 4 1 1 1 2 NA 1 2 NA NA 46
4368 2 1 1 1 12 3 2 NA NA 1 42
4368 3 1 NA 1 6 NA 2 NA NA 1 42
4369 2 1 1 1 33 2 1 2 1 NA 33
4369 3 1 1 NA 2 3 1 2 1 NA 33
4370 2 2 1 1 NA 2 1 1 1 NA 61
4371 2 2 1 1 63 6 1 NA 1 1 55
4372 2 NA NA 1 9 4 2 1 NA 1 49
4373 2 NA NA 5 23 NA 2 NA 7 NA 29
4374 2 2 1 3 NA 2 1 1 1 1 71
4375 2 1 NA 1 NA 2 2 2 1 1 50
4376 2 2 1 1 NA 2 1 1 NA 1 57
4377 2 NA 1 1 58 3 NA 2 NA 1 83
4377 3 NA NA 1 50 3 NA 2 NA 1 83
4377 4 2 1 1 44 10 NA 2 NA 1 83
4378 2 NA 7 NA NA NA 1 1 NA NA 70
4378 3 2 7 5 24 NA 1 1 NA NA 70
4379 2 1 1 1 NA 5 2 NA 1 NA 24
4379 3 2 1 NA 23 12 2 NA 1 NA 24
4380 2 1 NA 1 56 2 1 2 1 1 48
4380 3 NA 1 1 26 3 1 2 1 1 48
4380 4 2 1 1 17 NA 1 2 1 1 48
4381 2 2 1 NA 57 2 1 1 1 NA 57
4381 3 1 1 2 19 NA 1 1 1 NA 57
4381 4 NA 1 2 15 NA 1 1 1 NA 57
4382 2 2 1 NA NA 2 1 1 NA 1 60
4383 2 1 1 1 4 3 1 1 NA 1 33
4383 3 2 1 1 NA 7 1 1 NA 1 33
4384 2 1 NA 1 NA 2 1 2 1 NA 60
4385 2 1 2 NA 57 12 NA NA 2 1 50
4386 2 1 3 1 49 2 1 NA NA NA 50
4386 3 NA NA NA 85 7 1 NA NA NA 50
4387 2 1 1 2 NA 2 NA NA 1 NA 49
4387 3 NA 1 2 18 3 NA NA 1 NA 49
4387 4 NA 1 NA 1 8 NA NA 1 NA 49
4388 2 NA 1 1 30 NA NA 2 1 NA 28
4388 3 NA 1 1 28 12 NA 2 1 NA 28
4389 2 NA 1 NA 38 2 1 1 1 NA 41
4390 2 2 NA 1 NA 2 1 1 1 5 47
4390 3 1 1 5 15 NA 1 1 1 5 47
4390 4 1 1 5 15 3 1 1 1 5 47
4391 2 2 1 NA 68 2 NA NA 1 1 74
4392 2 2 NA 2 36 2 2 1 1 2 39
4392 3 1 1 2 NA NA 2 1 1 2 39
4392 4 NA NA NA 13 3 2 1 1 2 39
4393 2 2 NA 1 NA 2 1 1 NA NA 55
4393 3 1 NA 1 41 5 1 1 NA NA 55
4394 2 2 1 1 NA 2 NA NA 1 NA 77
4394 3 2 NA 1 NA 3 NA NA 1 NA 77
4394 4 NA 1 1 52 10 NA NA 1 NA 77
4395 2 1 1 1 21 NA NA 2 NA 1 23
4396 2 1 NA 1 61 NA NA 2 NA NA 56
4397 2 NA NA NA NA 2 1 2 NA 1 63
4398 2 NA 1 2 31 2 2 NA 1 NA 42
4399 2 2 1 NA 64 2 NA 1 1 1 69
4400 2 2 5 NA NA NA 1 1 5 1 89
4401 2 NA NA 1 52 2 1 1 1 1 57
4401 3 1 1 1 28 NA 1 1 1 1 57
4401 4 2 1 1 22 3 1 1 1 1 57
4402 2 1 4 1 23 12 2 1 4 1 20
