"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"11",1,1,0.968253968253968,1,1,0.985294117647059,0.984375,0.985714285714286,0.969230769230769,1,1,0.985507246376812,1,1,0.777777777777778,1,0.953125,1,1,1,0.0952380952380952,1,0.106060606060606,0.984615384615385,1,0.0149253731343284,0.0461538461538462,0,0.0298507462686567,0.0327868852459016,0,0,0,0.0441176470588235,0,0,0,0,0,0.0285714285714286,0.0338983050847458,0.0144927536231884,0.0327868852459016,0,0,0,0,0,0.0441176470588235,0.0563380281690141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",0.984126984126984,0.985507246376812,1,0.984848484848485,0.985915492957746,0.985507246376812,1,0.972222222222222,1,0.984848484848485,0.985507246376812,1,0.984615384615385,0.985714285714286,0.761904761904762,0.985294117647059,0.984848484848485,1,1,1,0.0757575757575758,0.986111111111111,0.107692307692308,1,1,0.03125,0.0441176470588235,0,0.0422535211267606,0.0476190476190476,0.0151515151515152,0.0149253731343284,0.0149253731343284,0.0441176470588235,0.0144927536231884,0.0153846153846154,0,0.0161290322580645,0,0.0277777777777778,0.0317460317460317,0.0298507462686567,0.0327868852459016,0,0.0147058823529412,0.0144927536231884,0.0151515151515152,0.0163934426229508,0.0289855072463768,0.0579710144927536,0,0,0,0,0,0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",1,1,0.96969696969697,1,1,0.983870967741935,0.983870967741935,0.985294117647059,0.967741935483871,1,1,0.984615384615385,1,1,0.819672131147541,1,0.952380952380952,1,1,1,0.116666666666667,1,0.125,0.984126984126984,1,0,0.0615384615384615,0,0.046875,0.0476190476190476,0,0,0,0.0615384615384615,0,0,0,0,0,0.0422535211267606,0.0526315789473684,0,0.0526315789473684,0,0,0,0,0,0.046875,0.0615384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1,1,0.969230769230769,1,1,1,0.985714285714286,1,0.96875,1,1,0.985714285714286,1,1,0.761904761904762,1,0.96969696969697,1,1,1,0.0923076923076923,1,0.0746268656716418,0.984375,1,0.0151515151515152,0.0454545454545455,0,0.0289855072463768,0.0327868852459016,0,0,0,0.0447761194029851,0,0,0,0,0,0.0410958904109589,0.0344827586206897,0.0147058823529412,0.046875,0,0,0,0,0,0.0285714285714286,0.0149253731343284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",0.76271186440678,0.774193548387097,0.790322580645161,0.807017543859649,0.8125,0.790322580645161,0.786885245901639,0.742424242424242,0.783333333333333,0.775862068965517,0.777777777777778,0.761904761904762,0.819672131147541,0.761904761904762,1,0.761904761904762,0.75,0.733333333333333,0.793650793650794,0.783333333333333,0.425925925925926,0.769230769230769,0.344262295081967,0.838709677419355,0.796610169491525,0.262295081967213,0.311475409836066,0.230769230769231,0.253968253968254,0.310344827586207,0.241935483870968,0.220338983050847,0.17741935483871,0.283333333333333,0.215384615384615,0.241935483870968,0.212121212121212,0.196428571428571,0.203703703703704,0.196969696969697,0.296296296296296,0.234375,0.277777777777778,0.2,0.216666666666667,0.233333333333333,0.225806451612903,0.254545454545455,0.283333333333333,0.25,0,0,0,0,0,0.245901639344262,0,0,0,0,0,0,0,0,0,0,0,0.0701754385964912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",1,1,0.96969696969697,1,1,0.984848484848485,0.985294117647059,0.985915492957746,0.969230769230769,1,1,0.985294117647059,1,1,0.761904761904762,1,0.955223880597015,1,1,1,0.09375,1,0.102941176470588,0.984126984126984,1,0.0144927536231884,0.0588235294117647,0,0.0434782608695652,0.0454545454545455,0,0,0,0.0597014925373134,0,0,0,0,0,0.0416666666666667,0.05,0.0149253731343284,0.0476190476190476,0,0,0,0,0,0.0441176470588235,0.0571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",0.948275862068966,0.970588235294118,0.967213114754098,0.950819672131147,0.954545454545455,0.983606557377049,1,0.96969696969697,0.951612903225806,0.950819672131147,0.953125,0.984848484848485,0.952380952380952,0.96969696969697,0.75,0.955223880597015,1,0.983870967741935,0.984126984126984,0.966101694915254,0.112903225806452,0.970149253731343,0.138461538461538,0.967741935483871,0.964912280701754,0.0483870967741935,0.09375,0,0.0625,0.0806451612903226,0.0483870967741935,0.0476190476190476,0.0491803278688525,0.0882352941176471,0.0454545454545455,0.0317460317460317,0.0149253731343284,0.0327868852459016,0.0178571428571429,0.0869565217391304,0.0363636363636364,0.0634920634920635,0.0689655172413793,0.0149253731343284,0.0461538461538462,0.0307692307692308,0.046875,0.0508474576271186,0.0793650793650794,0.0909090909090909,0,0,0,0,0,0.0476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",1,1,0.984615384615385,1,1,1,1,1,0.984126984126984,1,1,1,1,1,0.733333333333333,1,0.983870967741935,1,1,1,0.0666666666666667,1,0.0645161290322581,1,1,0.015625,0.0461538461538462,0,0.0441176470588235,0.032258064516129,0,0,0,0.0454545454545455,0,0,0,0,0,0.0294117647058824,0.0333333333333333,0.0161290322580645,0.0333333333333333,0,0,0,0,0,0.0303030303030303,0.0447761194029851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.793650793650794,1,0.984126984126984,1,1,1,0.0862068965517241,1,0.078125,1,1,0.0151515151515152,0.0298507462686567,0,0.0307692307692308,0.0158730158730159,0,0,0,0.0303030303030303,0,0,0,0,0,0.0142857142857143,0.0169491525423729,0.015625,0.0166666666666667,0,0,0,0,0,0.0307692307692308,0.0428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",1,1,1,1,1,0.984615384615385,1,0.984375,1,1,1,1,1,1,0.783333333333333,1,0.966101694915254,1,1,1,0.0689655172413793,1,0.0847457627118644,1,1,0,0.0327868852459016,0,0.0158730158730159,0.0327868852459016,0,0,0,0.0307692307692308,0,0,0,0,0,0.0298507462686567,0.0338983050847458,0,0.0357142857142857,0,0,0,0,0,0.0158730158730159,0.0307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",0.0689655172413793,0.0634920634920635,0.142857142857143,0.0847457627118644,0.107692307692308,0.0983606557377049,0.120689655172414,0.104477611940299,0.152542372881356,0.0833333333333333,0.0952380952380952,0.0757575757575758,0.116666666666667,0.0923076923076923,0.425925925925926,0.09375,0.112903225806452,0.0666666666666667,0.0862068965517241,0.0689655172413793,1,0.109375,0.983333333333333,0.11864406779661,0.103448275862069,0.887096774193548,0.966666666666667,0.90625,0.984375,0.948275862068966,0.883333333333333,0.918032786885246,0.933333333333333,0.968253968253968,0.915254237288136,0.932203389830508,0.895522388059702,0.898305084745763,0.903846153846154,0.968253968253968,0.963636363636364,0.879310344827586,0.946428571428571,0.859375,0.904761904761905,0.901639344262295,0.916666666666667,0.894736842105263,0.953125,0.983606557377049,0,0,0,0,0,0.901639344262295,0,0,0,0,0,0,0,0,0,0,0,0.431034482758621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",1,1,0.985074626865672,1,1,0.984848484848485,0.985294117647059,0.985714285714286,0.984848484848485,1,1,0.986111111111111,1,1,0.769230769230769,1,0.970149253731343,1,1,1,0.109375,1,0.119402985074627,0.985714285714286,1,0.0149253731343284,0.0588235294117647,0,0.0422535211267606,0.0454545454545455,0,0,0,0.0597014925373134,0,0,0,0,0,0.0405405405405405,0.0491803278688525,0.0149253731343284,0.0491803278688525,0,0,0,0,0,0.0441176470588235,0.0571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",0.0819672131147541,0.0606060606060606,0.140625,0.0819672131147541,0.102941176470588,0.111111111111111,0.125,0.117647058823529,0.15625,0.112903225806452,0.106060606060606,0.107692307692308,0.125,0.0746268656716418,0.344262295081967,0.102941176470588,0.138461538461538,0.0645161290322581,0.078125,0.0847457627118644,0.983333333333333,0.119402985074627,1,0.147540983606557,0.0967741935483871,0.859375,0.9375,0.895522388059702,0.96969696969697,0.933333333333333,0.861538461538462,0.920634920634921,0.901639344262295,0.952380952380952,0.888888888888889,0.919354838709677,0.880597014925373,0.885245901639344,0.898305084745763,0.942028985507246,0.966101694915254,0.861538461538462,0.967213114754098,0.787878787878788,0.876923076923077,0.8125,0.924242424242424,0.868852459016393,0.968253968253968,1,0,0,0,0,0,0.90625,0,0,0,0,0,0,0,0,0,0,0,0.39344262295082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",0.983050847457627,0.984375,1,0.984126984126984,0.985074626865672,0.984375,1,0.96969696969697,1,0.984126984126984,0.984615384615385,1,0.984126984126984,0.984375,0.838709677419355,0.984126984126984,0.967741935483871,1,1,1,0.11864406779661,0.985714285714286,0.147540983606557,1,1,0.032258064516129,0.078125,0,0.0597014925373134,0.0645161290322581,0.0158730158730159,0.0153846153846154,0.0158730158730159,0.078125,0.0149253731343284,0.0158730158730159,0,0.0163934426229508,0,0.0588235294117647,0.0545454545454545,0.0317460317460317,0.0714285714285714,0,0.0158730158730159,0.0163934426229508,0.0161290322580645,0.0161290322580645,0.0625,0.072463768115942,0,0,0,0,0,0.0158730158730159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",1,1,1,1,1,0.983050847457627,1,0.984848484848485,1,1,1,1,1,1,0.796610169491525,1,0.964912280701754,1,1,1,0.103448275862069,1,0.0967741935483871,1,1,0.0158730158730159,0.0517241379310345,0,0.032258064516129,0.0350877192982456,0,0,0,0.05,0,0,0,0,0,0.0447761194029851,0.037037037037037,0.0163934426229508,0.0566037735849057,0,0,0,0,0,0.032258064516129,0.0333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",0,0,0.032258064516129,0.0166666666666667,0.0144927536231884,0.0158730158730159,0.03125,0.0149253731343284,0.046875,0.0161290322580645,0.0149253731343284,0.03125,0,0.0151515151515152,0.262295081967213,0.0144927536231884,0.0483870967741935,0.015625,0.0151515151515152,0,0.887096774193548,0.0149253731343284,0.859375,0.032258064516129,0.0158730158730159,1,0.923076923076923,0.985074626865672,0.936507936507937,0.935483870967742,0.967213114754098,0.983870967741935,0.968253968253968,0.921875,0.984375,1,1,0.983333333333333,0.982456140350877,0.941176470588235,0.945454545454545,1,0.929824561403509,0.825396825396825,1,0.873015873015873,0.983606557377049,0.982758620689655,0.934426229508197,0.923076923076923,0,0,0,0,0,0.96875,0,0,0,0,0,0,0,0,0,0,0,0.444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",0.0333333333333333,0.0307692307692308,0.0806451612903226,0.05,0.0606060606060606,0.0461538461538462,0.0615384615384615,0.0579710144927536,0.0769230769230769,0.0634920634920635,0.0461538461538462,0.0441176470588235,0.0615384615384615,0.0454545454545455,0.311475409836066,0.0588235294117647,0.09375,0.0461538461538462,0.0298507462686567,0.0327868852459016,0.966666666666667,0.0588235294117647,0.9375,0.078125,0.0517241379310345,0.923076923076923,1,0.956521739130435,1,1,0.9375,0.954545454545455,0.968253968253968,1,0.955223880597015,0.953125,0.942028985507246,0.947368421052632,0.946428571428571,1,1,0.923076923076923,1,0.803030303030303,0.936507936507937,0.878787878787879,0.96875,0.934426229508197,1,0.970588235294118,0,0,0,0,0,0.953846153846154,0,0,0,0,0,0,0,0,0,0,0,0.377049180327869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",0,0,0.0144927536231884,0,0,0,0,0,0.0151515151515152,0,0,0,0,0,0.230769230769231,0,0,0,0,0,0.90625,0,0.895522388059702,0,0,0.985074626865672,0.956521739130435,1,0.958333333333333,0.970149253731343,0.984848484848485,1,0.985294117647059,0.958333333333333,1,1,1,1,1,0.972222222222222,0.96875,0.985294117647059,0.96969696969697,0.884057971014493,1,0.91304347826087,1,1,0.971014492753623,0.943661971830986,0,0,0,0,0,0.986111111111111,0,0,0,0,0,0,0,0,0,0,0,0.453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",0.032258064516129,0.0144927536231884,0.0746268656716418,0.0441176470588235,0.0422535211267606,0.0303030303030303,0.0461538461538462,0.0434782608695652,0.078125,0.0461538461538462,0.0298507462686567,0.0422535211267606,0.046875,0.0289855072463768,0.253968253968254,0.0434782608695652,0.0625,0.0441176470588235,0.0307692307692308,0.0158730158730159,0.984375,0.0422535211267606,0.96969696969697,0.0597014925373134,0.032258064516129,0.936507936507937,1,0.958333333333333,1,1,0.953846153846154,0.970149253731343,0.96969696969697,1,0.970149253731343,0.969230769230769,0.957746478873239,0.968253968253968,0.96551724137931,1,1,0.941176470588235,1,0.855072463768116,0.955882352941177,0.895522388059702,0.970149253731343,0.951612903225806,1,0.985507246376812,0,0,0,0,0,0.955223880597015,0,0,0,0,0,0,0,0,0,0,0,0.428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",0.0163934426229508,0.015625,0.0847457627118644,0.0338983050847458,0.0454545454545455,0.0491803278688525,0.0508474576271186,0.046875,0.0819672131147541,0.0508474576271186,0.0327868852459016,0.0476190476190476,0.0476190476190476,0.0327868852459016,0.310344827586207,0.0454545454545455,0.0806451612903226,0.032258064516129,0.0158730158730159,0.0327868852459016,0.948275862068966,0.0454545454545455,0.933333333333333,0.0645161290322581,0.0350877192982456,0.935483870967742,1,0.970149253731343,1,1,0.933333333333333,0.950819672131147,0.96551724137931,1,0.96875,0.966101694915254,0.955223880597015,0.967213114754098,0.963636363636364,1,1,0.935483870967742,1,0.80327868852459,0.953846153846154,0.854838709677419,0.983333333333333,0.944444444444444,1,0.968253968253968,0,0,0,0,0,0.953125,0,0,0,0,0,0,0,0,0,0,0,0.344827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",0,0,0.0163934426229508,0,0,0.0151515151515152,0.0153846153846154,0.0149253731343284,0.0163934426229508,0,0,0.0151515151515152,0,0,0.241935483870968,0,0.0483870967741935,0,0,0,0.883333333333333,0,0.861538461538462,0.0158730158730159,0,0.967213114754098,0.9375,0.984848484848485,0.953846153846154,0.933333333333333,1,1,1,0.936507936507937,1,1,0.985294117647059,0.983606557377049,0.981481481481482,0.955223880597015,0.927272727272727,0.96969696969697,0.931034482758621,0.84375,1,0.901639344262295,0.984375,1,0.9375,0.923076923076923,0.0166666666666667,0.0158730158730159,0.0151515151515152,0.0149253731343284,0.0163934426229508,1,0.0172413793103448,0.0151515151515152,0.0151515151515152,0.015625,0.0158730158730159,0.015625,0.0161290322580645,0.015625,0,0.0169491525423729,0.0172413793103448,0.409836065573771,0.0163934426229508,0.0175438596491228,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0163934426229508,0.0161290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",0,0,0.03125,0,0,0.0163934426229508,0.0149253731343284,0.0151515151515152,0.0327868852459016,0,0,0.0149253731343284,0,0,0.220338983050847,0,0.0476190476190476,0,0,0,0.918032786885246,0,0.920634920634921,0.0153846153846154,0,0.983870967741935,0.954545454545455,1,0.970149253731343,0.950819672131147,1,1,1,0.954545454545455,1,1,1,1,1,0.971428571428571,0.946428571428571,0.984375,0.966101694915254,0.838235294117647,1,0.903225806451613,1,1,0.96969696969697,0.984615384615385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.396825396825397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",0,0,0.03125,0,0,0.0163934426229508,0.0163934426229508,0.0153846153846154,0.0333333333333333,0,0,0.0149253731343284,0,0,0.17741935483871,0,0.0491803278688525,0,0,0,0.933333333333333,0,0.901639344262295,0.0158730158730159,0,0.968253968253968,0.968253968253968,0.985294117647059,0.96969696969697,0.96551724137931,1,1,1,0.968253968253968,1,1,0.985294117647059,0.984126984126984,0.981818181818182,0.985507246376812,0.964912280701754,0.96875,0.967213114754098,0.875,1,0.9375,0.984126984126984,1,0.955223880597015,0.925373134328358,0.0169491525423729,0.0161290322580645,0.0158730158730159,0.015625,0.0169491525423729,1,0.0172413793103448,0.015625,0.0151515151515152,0.0169491525423729,0.0153846153846154,0.0153846153846154,0.015625,0.0158730158730159,0,0.0161290322580645,0.0163934426229508,0.476190476190476,0.0163934426229508,0.0172413793103448,0.0161290322580645,0.0147058823529412,0.0153846153846154,0.0169491525423729,0.0158730158730159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
